Bill Id,Long Title,Short Title,Origin_House,Status,SessionID,predicted_class,doc_probs
3890,A Bill to make provision about the accessibility of air travel for disabled passengers; to make provision about the powers of the Civil Aviation Authority to enforce accessibility requirements; to remove the limit on compensation for damage to wheelchairs or other mobility equipment on domestic flights; and for connected purposes.,Aviation (Accessibility) Bill,Commons,1,39,SuccessLords,[ -95.03859976 -102.26190341  -79.38748426  -74.16686854]
3848,A Bill to set maximum time limits within which a bailiff’s warrant of possession appointment date must be granted; to make provision for alternative methods of executing warrants of possession; and for connected purposes.,Bailiffs (Warrants of Possession) Bill,Commons,1,39,FailedCommons,[-44.18487595 -59.922043   -79.15982415 -50.78236887]
3844,A Bill to make provision for penalties against the Court of Directors of the Bank of England for failure to meet inflation targets.,Bank of England (Inflation Targets) Bill,Commons,1,39,FailedCommons,[-2.79239155 -8.92415024 -6.96625534 -6.90865792]
3806,A Bill to make fire and rescue authorities statutory consultees for planning applications relating to Battery Energy Storage Systems; and for connected purposes.,Battery Energy Storage Systems (Fire Safety) Bill,Commons,1,39,SuccessLords,[-28.99695088 -25.23247558 -47.23029568 -25.16531951]
3865,A Bill to de-criminalise the non-payment of the BBC licence fee by persons aged over seventy-five; and for connected purposes.,BBC Licence Fee Non-Payment (Decriminalisation for Over-75s) Bill,Commons,1,39,SuccessLords,[-43.38869431 -34.63919926 -49.99231805 -29.95156045]
3805,"A Bill to require specified organisations and public bodies to inform children and young people of local, national and online support services available to them following a bereavement; and for connected purposes.",Bereavement Support (Children and Young People) Bill,Commons,1,39,FailedCommons,[-49.63168574 -73.26725918 -96.7481524  -51.41647273]
3929,"A Bill to make provision about border security; to make provision about immigration and asylum; to make provision about sharing customs data and trailer registration data; to make provision about articles for use in serious crime; to make provision about serious crime prevention orders; to make provision about fees paid in connection with the recognition, comparability or assessment of qualifications; and for connected purposes.","Border Security, Asylum and Immigration Bill",Commons,1,39,SuccessLords,[-193.37795275 -151.63633181 -147.39887575 -104.71435036]
3903,"A Bill to require the Secretary of State to review the current arrangements for breast cancer screening, including the potential merits of reducing the minimum age at which women are invited for regular breast cancer screening and of increasing the use of automated breast ultrasound; and for connected purposes.",Breast Cancer Screening (Review) Bill,Commons,1,39,FailedCommons,[ -95.71041443 -132.47324754 -126.27556407 -132.26977531]
3863,A Bill to make provision for the privatisation of the British Broadcasting Corporation; and for connected purposes.,British Broadcasting Corporation (Privatisation) Bill,Commons,1,39,SuccessLords,[-6.4166794  -0.88214728 -0.63141302 -0.19838379]
3835,A Bill to set minimum standards for the building of new homes in relation to quality and energy efficiency; to place requirements on developers of new homes; and for connected purposes.,Building Regulations (Minimum Standards) Bill,Commons,1,39,SuccessLords,[-57.16851007 -68.16133976 -83.76921122 -54.6482865 ]
3905,A Bill to require the installation of swift bricks on new buildings; and for connected purposes.,Building Regulations (Swift Bricks) Bill,Commons,1,39,SuccessLords,[-9.54177684 -8.75772903 -9.26348126 -7.78412132]
3807,"A Bill to provide for a statutory definition of bullying at work; to make provision relating to bullying at work, including to enable claims relating to workplace bullying to be considered by an employment tribunal; to provide for a Respect at Work Code to set minimum standards for positive and respectful work environments; to give powers to the Equalities and Human Rights Commission to investigate workplaces and organisations where there is evidence of a culture of, or multiple incidents of, bullying and to take enforcement action; and for connected purposes.",Bullying and Respect at Work Bill,Commons,1,39,FailedLords,[-153.86418131 -126.13323858 -140.94777855 -130.05960949]
3842,"A Bill to place a duty on the Government to ensure that every town with a population of more than 10,000 people has a regular bus service operating seven days a week, and that local health services, including hospitals and GP surgeries, are served by those buses; and for connected purposes.",Bus Services Bill,Commons,1,39,FailedCommons,[ -52.87041032  -83.96961368 -122.12443873  -85.33561268]
3861,A Bill to exempt motor homes from caravan site licensing requirements; and for connected purposes.,Caravan Site Licensing (Exemptions of Motor Homes) Bill,Commons,1,39,FailedCommons,[-27.74351158 -45.95108703 -33.75686294 -36.53800052]
3904,A Bill to require new buildings to meet net zero standards for embodied and operational carbon emissions; and for connected purposes.,Carbon Emissions from Buildings (Net Zero) Bill,Commons,1,39,FailedCommons,[-16.10589263 -35.09238347 -34.91049313 -24.59274851]
3841,"A Bill to require the Secretary of State to publish and implement a Care Workers Employment Strategy, with the aim of improving the recruitment and retention of care workers; to establish an independent National Care Workers Council with responsibility for setting professional standards for care workers, for establishing a system of professional qualifications and accreditation for care workers, and for advising the Government on those matters; to require the Secretary of State to commission an independent assessment of the support available to unpaid carers, including financial support and employment rights; and for connected purposes.",Carers and Care Workers Bill,Commons,1,39,FailedCommons,[ -71.48959909 -220.86106306 -217.62716467 -168.04828939]
3823,"A Bill to provide for a category of protection for chalk streams for the purpose of providing additional protections from pollution, abstraction and other forms of environmental damage; and for connected purposes.",Chalk Streams (Protection) Bill,Commons,1,39,FailedCommons,[-35.75695126 -44.33258346 -54.92591941 -48.35165227]
3845,A Bill to create an offence of child criminal exploitation; and for connected purposes.,Child Criminal Exploitation Bill,Commons,1,39,FailedLords,[-31.45667948  -1.32579573  -5.39480382 -16.2148113 ]
3885,A Bill to create an offence of child criminal exploitation; and for connected purposes.,Child Criminal Exploitation (No. 2) Bill,Commons,1,39,FailedLords,[-31.45667948  -1.32579573  -5.39480382 -16.2148113 ]
3812,A Bill to make provision about the maintenance of registers by local authorities of children in their area who are not full-time pupils at any school; to make provision about support by local authorities to promote the education of such children; to make provision about school attendance orders; and for connected purposes.,"Children Not in School (Registers, Support and Orders) Bill",Commons,1,39,FailedLords,[-121.16799512  -68.35757218 -130.46948552 -113.51015162]
3864,A Bill to extend the definition of children’s clothing for the purposes of exemption from VAT; to extend the VAT exemption to further categories of school uniform; and for connected purposes.,Children’s Clothing (Value Added Tax) Bill,Commons,1,39,FailedCommons,[ -8.0754697  -27.54958393 -44.86181992 -26.26146534]
3875,A Bill to require the Secretary of State to conduct a review of the funding of hospices specialising in the care of children and to publish proposals for measures to guarantee access to hospices for all children who require palliative care; and for connected purposes.,Children’s Hospices (Funding) Bill,Commons,1,39,FailedLords,[-184.92433707  -73.95354545 -113.80952229  -82.23528784]
3909,A Bill to make provision about the safeguarding and welfare of children; about support for children in care or leaving care; about regulation of care workers; about regulation of establishments and agencies under Part 2 of the Care Standards Act 2000; about employment of children; about breakfast club provision and school uniform; about attendance of children at school; about regulation of independent educational institutions; about inspections of schools and colleges; about teacher misconduct; about Academies and teachers at Academies; repealing section 128 of the Education Act 2002; about school places and admissions; about establishing new schools; and for connected purposes.,Children’s Wellbeing and Schools Bill,Commons,1,39,SuccessLords,[-192.76195901 -192.38792785 -221.10099818 -183.65963413]
3936,A bill to Make provision for persons of the Roman Catholic faith to be eligible to hold the office of His Majesty’s High Commissioner to the General Assembly of the Church of Scotland.,Church of Scotland (Lord High Commissioner) Bill,Commons,1,39,FailedLords,[-10.34489025  -0.57315524  -5.4454634   -4.66838331]
3896,A Bill to make provision for the repeal of legislation relating to Billingsgate Market and the London Central Markets; and for connected purposes.,City of London (Markets) Bill,Commons,1,39,SuccesCommons,[-5.73595312 -5.59846939 -0.43233721 -1.49562691]
3776,A Bill to require the United Kingdom to achieve climate and nature targets; to give the Secretary of State a duty to implement a strategy to achieve those targets; to establish a Climate and Nature Assembly to advise the Secretary of State in creating that strategy; to give duties to the Committee on Climate Change and the Joint Nature Conservation Committee regarding the strategy and targets; and for connected purposes.,Climate and Nature Bill,Commons,1,39,FailedCommons,[ -31.23681578 -121.5786408   -96.49248553 -108.81929518]
3840,"A Bill to require the Secretary of State to publish proposals for a Climate Finance Fund, to be funded via a levy on fossil fuel companies and other organisations that contribute to pollution; and for connected purposes.",Climate Finance Fund (Fossil Fuels and Pollution) Bill,Commons,1,39,FailedLords,[-35.58136952 -18.4962511  -34.93518572 -26.08921543]
3918,A Bill to require the Secretary of State to conduct a review of the contribution of community energy to the Government’s Clean Power 2030 mission.,Community Energy (Review) Bill,Commons,1,39,FailedCommons,[ -8.72624728 -11.49936728 -14.60383909 -16.82472774]
3794,A Bill to amend section 172 of the Companies Act 2006 to require company directors to balance their duty to promote the success of the company with duties in respect of the environment and the company’s employees.,Company Directors (Duties) Bill,Commons,1,39,FailedLords,[-136.53139759  -49.52960227  -69.84813964  -79.53201714]
3925,A Bill to make provision for a right to consular assistance for British journalists abroad who have been detained or held hostage; and for connected purposes.,Consular Assistance  (Journalists) Bill,Commons,1,39,SuccessLords,[-23.2638165  -16.68800963 -14.06446063 -13.13959888]
3782,A Bill to change the procedure for amending Schedule 2 to the Misuse of Drugs Act 1971.,Controlled Drugs (Procedure for Specification) Bill,Commons,1,39,SuccesCommons,[-8.24478578 -6.671069   -6.60241503 -6.68784695]
3818,A Bill to allow for certain civil and family court hearings to be conducted remotely.,Courts (Remote Hearings) Bill,Commons,1,39,FailedCommons,[ -0.45748595  -6.81682159 -17.57449309  -4.00811524]
3817,A Bill to require the Secretary of State to establish an independent review of disablement caused by Covid-19 vaccinations and the adequacy of the compensation offered to persons so disabled; and for connected purposes.,Covid-19 Vaccine Damage Bill,Commons,1,39,FailedCommons,[-12.9022716  -42.69283002 -54.73637183 -41.7279956 ]
3852,"A Bill to place a duty on the Secretary of State to make provision about financial assistance to persons who have suffered disablement following vaccination against Covid-19 and to the next of kin of persons who have died shortly after vaccination against Covid-19; to require the Secretary of State to report to Parliament on the merits of a no-fault compensation scheme to provide such financial assistance, on whether there should be any upper limit on the financial assistance available, on the criteria for eligibility and on whether payment should be made in all cases where there is no other reasonable cause for the death or disablement suffered; to provide for a special time limit under the Limitation Act 1980 for actions in respect of personal injury or death following a Covid-19 vaccination; and for connected purposes.",Covid-19 Vaccine Damage Payments Bill,Commons,1,39,FailedCommons,[-198.37595048 -432.84204502 -287.43558689 -311.22965273]
3938,"A Bill to make provision about anti-social behaviour, offensive weapons, offences against people (including sexual offences), property offences, the criminal exploitation of persons, sex offenders, stalking and public order; to make provision about powers of the police, the border force and other similar persons; to make provision about confiscation; to make provision about the police; to make provision about terrorism and national security, and about international agreements relating to crime; to make provision about the criminal liability of bodies; and for connected purposes.",Crime and Policing Bill,Commons,1,39,SuccesCommons,[-252.87508511 -209.94756979 -118.35135842 -165.04974755]
3854,"A Bill to provide that, before making any order to designate a type of dog for the purposes of section 1 or 2 of the Dangerous Dogs Act 1991, the Secretary of State must carry out a public consultation and publish a comparative review of data showing the incidences of fatalities resulting from bites of dogs of that type in the last three years.",Dangerous Dogs Act 1991 (Amendment) Bill,Commons,1,39,SuccessLords,[-94.74206532 -97.31466152 -93.66793338 -87.4281773 ]
3889,A Bill to make provision for or in connection with the relief of debts of certain developing countries.,Debt Relief (Developing Countries) Bill,Commons,1,39,SuccessLords,[-16.1318356  -16.60396173 -22.45512651 -12.19826297]
3799,A Bill to amend the Scotland Act 1998 to grant legislative competence to the Scottish Parliament in respect of immigration.,Devolution (Immigration) (Scotland) Bill,Commons,1,39,FailedLords,[-30.52741992 -10.99273258 -24.13567031 -11.48902583]
3821,"A Bill to make provision changing the law about the offence of livestock worrying, including changes to what constitutes an offence and increased powers for investigation of suspected offences; and for connected purposes.",Dogs (Protection of Livestock) (Amendment) Bill,Commons,1,39,FailedCommons,[ -70.15521179  -89.35675549  -77.96656481 -108.75560545]
3828,"A Bill to make provision changing the law about the offence of livestock worrying, including changes to what constitutes an offence and increased powers for investigation of suspected offences; and for connected purposes.",Dogs (Protection of Livestock) (Amendment) (No. 2) Bill,Commons,1,39,FailedCommons,[ -70.15521179  -89.35675549  -77.96656481 -108.75560545]
3902,A Bill to create certain domestic abuse aggravated offences; and for connected purposes.,Domestic Abuse (Aggravated Offences) Bill,Commons,1,39,SuccesCommons,[-42.75206656 -15.99433803  -5.38106525 -12.3843881 ]
3915,A Bill to make provision for an entitlement to paid safe leave for victims of domestic abuse; and for connected purposes.,Domestic Abuse (Safe Leave) Bill,Commons,1,39,SuccessLords,[-84.98707894 -84.84354106 -78.96025768 -65.58740602]
3808,A Bill to make provision about consumer protection in relation to domestic building works; and for connected purposes.,Domestic Building Works (Consumer Protection) Bill,Commons,1,39,SuccesCommons,[-30.23445143 -16.83121362  -3.0223526  -10.64558393]
3859,"A Bill to exempt from VAT supplies of electricity, oil and gas for domestic purposes; and for connected purposes.",Domestic Energy (Value Added Tax) Bill,Commons,1,39,SuccesCommons,[-17.36296021 -22.3826807  -17.35209258 -17.92927705]
3820,A Bill to require specified educational institutions to develop and maintain a mental health policy; and for connected purposes.,Educational Institutions (Mental Health Policy) Bill,Commons,1,39,FailedLords,[-92.04105043 -41.8937048  -43.63706371 -45.01495534]
3926,"A Bill to require the provision of audio and tactile measures at polling stations for the purpose of enabling blind voters to vote independently and in secret; to require the Secretary of State to take steps to identify, develop and implement new accessible voting solutions for blind voters; to require the Secretary of State to undertake a review of the arrangements for postal voting in respect of accessibility for blind voters and to implement any recommendations of that review; and for connected purposes;",Elections (Accessibility for Blind Voters) Bill,Commons,1,39,SuccessLords,[-193.93345557 -173.96077484 -130.82709198 -106.02442552]
3900,A Bill to introduce a system of proportional representation for parliamentary elections and for local government elections in England; and for connected purposes.,Elections (Proportional Representation) Bill,Commons,1,39,SuccessLords,[-46.30556331 -39.95343615 -59.57938112 -22.23748371]
3737,"A Bill to make provision to amend the law relating to employment rights; to make provision about procedure for handling redundancies; to make provision about the treatment of workers involved in the supply of services under certain public contracts; to provide for duties to be imposed on employers in relation to equality; to provide for the establishment of the School Support Staff Negotiating Body and the Adult Social Care Negotiating Body; to amend the Seafarers’ Wages Act 2023; to make provision for the implementation of international agreements relating to maritime employment; to make provision about trade unions, industrial action, employers’ associations and the functions of the Certification Officer; to make provision about the enforcement of legislation relating to the labour market; and for connected purposes.",Employment Rights Bill,Commons,1,39,FailedLords,[-345.86307476 -141.53829612 -227.78297788 -226.93634471]
3813,A Bill to amend Section 50 of the Employment Rights Act 1996 to add Special Constables to the list of those granted the right to take time off work to perform their duties.,Employment Rights (Special Constables) Bill,Commons,1,39,FailedCommons,[-30.48215577 -34.40994712 -41.49789769 -37.5014136 ]
3898,A Bill to require the Secretary of State to commission and publish a review of the legislation and guidance relating to e-scooters; to place a duty on the Secretary of State to promote public awareness of legislation relating to the use of e-scooters; and for connected purposes.,E-scooters (Review and Awareness) Bill,Commons,1,39,FailedLords,[-166.20043569  -73.60997369  -79.6512513   -88.58138467]
3780,A Bill to make provision to modify the effect on domestic law of arrangements relating to the withdrawal of the United Kingdom from the EU; and for connected purposes.,European Union (Withdrawal Arrangements) Bill,Commons,1,39,SuccesCommons,[-65.33327171 -57.82296775 -22.65337668 -37.80318689]
3847,A Bill to exempt from Value Added Tax repairs to listed places of worship; and for connected purposes.,Exemption from Value Added Tax (Listed Places of Worship) Bill,Commons,1,39,SuccessLords,[-8.00055444 -4.95194951 -5.02048388 -4.01901388]
3856,"A Bill to exempt from Value Added Tax goods or services which are beneficial to the environment, to health and safety, to education or for charitable purposes.",Exemption from Value Added Tax (Miscellaneous Provisions) Bill,Commons,1,39,FailedCommons,[-17.60100029 -32.81354947 -39.13730527 -31.92616706]
3849,A Bill to exempt from Value Added Tax the supply of electricity at public electric vehicle charging points; and for connected purposes.,Exemption from Value Added Tax (Public Electric Vehicle Charging Points) Bill,Commons,1,39,FailedLords,[-27.53440308 -24.12420281 -31.61873609 -29.31318051]
3873,A Bill to make provision about finance.,Finance Bill,Commons,1,39,SuccesCommons,[-4.81609328e-05 -3.21652327e-04  2.00000017e-10 -4.76637215e-07]
3877,A Bill to create an offence of possessing a blueprint for the production of a firearm by 3D printing; to create an offence of possessing part of a firearm produced by 3D printing; and for connected purposes.,Firearms (3D Printing) Bill,Commons,1,39,FailedLords,[-38.53190636  -6.80195679 -12.08237024 -11.84229216]
3791,A Bill to make provision about the sale of fireworks; and for connected purposes.,Fireworks Bill,Commons,1,39,SuccessLords,[-5.46496748 -0.72601086 -2.52567604 -0.21916252]
3833,A Bill to require the Secretary of State to publish proposals for measures to address gender inequality in football.,Football (Gender Inequality) Bill,Commons,1,39,FailedCommons,[ -3.95228791 -21.64991046 -28.31137558 -20.95599087]
3781,A Bill to make provision about the automatic registration of all children eligible for free school meals; to provide for an opt-out where the family wishes; and for connected purposes.,Free School Meals (Automatic Registration of Eligible Children) Bill,Commons,1,39,FailedLords,[-43.71687482 -13.03389241 -45.88098669 -55.5702702 ]
3789,A Bill to prohibit the import and sale of fur; and for connected purposes.,Fur (Import and Sale) Bill,Commons,1,39,FailedLords,[-3.72926462 -2.59948859 -6.75590739 -3.11089293]
3792,A Bill to remove monetary limits on proceeds from the mandatory conditions of lottery operating licences; and for connected purposes.,Gambling Act 2005 (Monetary Limits for Lotteries) Bill,Commons,1,39,SuccesCommons,[-46.1289893  -24.48435631 -18.19621811 -23.51136739]
3738,A Bill to make provision about Great British Energy.,Great British Energy Bill,Commons,1,39,SuccesCommons,[-4.81609328e-05 -3.21652327e-04  2.00000017e-10 -4.76637215e-07]
3871,A Bill to establish a national register of Green Belt land in England; to restrict the ability of local authorities to de-designate Green Belt land; to make provision about future development of de-designated Green Belt land; and for connected purposes.,Green Belt (Protection) Bill,Commons,1,39,FailedCommons,[-35.77504443 -89.13557502 -76.71608415 -40.19741357]
3819,"A Bill to define the term “green spaces” to include urban parks, neighbourhood areas, and significant natural landscapes; to establish a Government Office for Green Spaces and to make provision about the powers and duties of that Office in relation to local authorities and public bodies; to require that Office to advise the Government on the preservation, enhancement, and accessibility of green spaces; to make provision about the promotion of community involvement in protection of green spaces; and for connected purposes.",Green Spaces Bill,Commons,1,39,FailedCommons,[-113.70100872 -137.03924582 -209.10188269 -214.29596899]
3816,"A Bill to amend the Health and Safety at Work etc. Act 1974 to place a requirement on employers to take proactive measures to prevent violence and harassment in the workplace; to make provision for protections for women and girls in the workplace; and to require the Health and Safety Executive to publish a Health and Safety Framework on violence and harassment in the workplace, including violence against women and girls in the workplace.",Health and Safety at Work etc. Act 1974 (Amendment) Bill,Commons,1,39,FailedLords,[-62.20088054 -46.21106497 -60.92283941 -57.35352648]
3846,A Bill to provide for exemptions from insurance premium tax in respect of health insurance; and for connected purposes.,Health Insurance (Exemption from Insurance Premium Tax) Bill,Commons,1,39,FailedLords,[-26.46966587  -8.64859737 -28.61344044 -22.84955108]
3834,A Bill to require local authorities to maintain a register of heritage public houses in their area and to make provision in connection with the compilation and maintenance of such registers; to make provision relating to planning applications in respect of public houses on such a register; to place restrictions on the sale of heritage public houses; to make provision relating to the nomination of heritage public houses as assets of community value; to make provision about the listing of heritage public houses; and for connected purposes.,Heritage Public Houses Bill,Commons,1,39,SuccessLords,[-207.27767258 -194.55987232 -202.25329247 -146.01385598]
3094,"A Bill to make provision for a railway between a junction with Phase 2a of High Speed 2 south of Crewe in Cheshire and Manchester Piccadilly Station; for a railway between Hoo Green in Cheshire and a junction with the West Coast Main Line at Bamfurlong, south of Wigan; and for connected purposes.",High Speed Rail (Crewe - Manchester) Bill,Commons,1,36,FailedCommons,[ -6.64709594 -15.73705915 -32.54412702 -15.3407323 ]
3851,A Bill to amend section 58 of the Highways Act 1980 to restrict the defences available to highway authorities; and for connected purposes.,Highways Act 1980 (Amendment) Bill,Commons,1,39,FailedLords,[-43.79621628  -5.07774422  -8.42323284  -9.869783  ]
3421,A Bill to make provision for expenditure by the Secretary of State and the removal of restrictions in respect of certain land for or in connection with the construction of a Holocaust Memorial and Learning Centre.,Holocaust Memorial Bill,Commons,1,37,SuccessLords,[-36.81346063 -45.55722386 -27.90681371 -22.18201314]
3801,A Bill to make provision about the duties of public bodies to prevent homelessness.,Homelessness Prevention Bill,Commons,1,39,SuccesCommons,[-31.47757726  -7.43629578  -3.25933202 -37.98352464]
3886,A Bill to provide for the prohibition of the sale in England of horticultural peat by the end of 2025; to provide for certain exemptions from that prohibition; and for connected purposes.,Horticultural Peat (Prohibition of Sale) Bill,Commons,1,39,FailedLords,[-40.37543245  -5.39161661 -11.42052823 -17.54769739]
3797,"A Bill to require the Secretary of State to publish proposals for the funding of hospice clinical services by NHS England; to require the Secretary of State to report to Parliament on the potential merits of including pharmacy, pathology, patient community equipment, palliative consultant costs, clinical nurse specialist services, and advance care planning costs within the NHS funding framework; and for connected purposes.",Hospices and Health Care (Report on Funding) Bill,Commons,1,39,SuccessLords,[-148.73723004 -104.77118394 -129.26056029  -94.868313  ]
3755,A Bill to remove the remaining connection between hereditary peerage and membership of the House of Lords; to abolish the jurisdiction of the House of Lords in relation to claims to hereditary peerages; and for connected purposes.,House of Lords (Hereditary Peers) Bill,Commons,1,39,SuccessLords,[-88.78449067 -62.77171231 -58.23270287 -50.21471617]
3943,A Bill to make provision for a right to manage for freeholders on unadopted private or mixed-use housing estates; to set minimum standards for public amenities on new housing estates; to make provision about the enforcement of those standards; to make provision about the adoption by local authorities of public amenities on new housing estates; and for connected purposes.,Housing Estates Bill,Commons,1,39,FailedLords,[-155.40476887  -57.67650602  -58.98434826  -64.12793329]
3809,A Bill to make provision prohibiting the import of hunting trophies into Great Britain.,Hunting Trophies (Import Prohibition) Bill,Commons,1,39,SuccessLords,[-5.2418838  -6.13003715 -7.83733463 -4.23807396]
3868,A Bill to create offences in respect of persons who have entered the UK illegally or who have remained in the UK without legal authority; and for connected purposes.,Illegal Immigration (Offences) Bill,Commons,1,39,SuccessLords,[-43.37661587 -57.31410137 -36.82796444 -35.99973819]
3783,A Bill to amend the Licensing Act 2003 so that licensing hours Orders can be made by negative resolution statutory instrument.,Licensing Hours Extensions Bill,Commons,1,39,FailedLords,[-26.03593182 -10.67425572 -17.24559833 -17.36824976]
3784,A Bill to require local authorities to publish information about looked after children in distance placements; to require local authorities to develop and publish sufficiency plans in respect of their duty under section 22G of the Children Act 1989; to require the Secretary of State to publish a national sufficiency plan in respect of looked after children in distance placements; and for connected purposes.,Looked After Children (Distance Placements) Bill,Commons,1,39,FailedLords,[-161.35408513 -122.43486008 -229.68624124 -164.77984646]
3923,A Bill to prohibit the practice of bottom trawling in Marine Protected Areas in England; and for connected purposes.,Marine Protected Areas (Bottom Trawling) (England) Bill,Commons,1,39,SuccesCommons,[-7.77914627 -1.34805648 -0.81965757 -3.05579735]
3907,A Bill to prohibit the marriage of first cousins; and for connected purposes.,Marriage (Prohibited Degrees of Relationship) Bill,Commons,1,39,SuccesCommons,[-8.82260511 -6.8795157  -5.22335553 -6.88483512]
3843,"A Bill to require producers, suppliers and retailers of meat to indicate clearly whether the animal has been killed in accordance with religious rites without prior stunning; to require the Secretary of State to collect and publish specified information relating to meat slaughtered in accordance with such practice; and for connected purposes.",Meat (Information About Method of Killing) Bill,Commons,1,39,FailedCommons,[ -79.9700535  -139.72351439  -97.50552721  -96.13931933]
3878,A Bill to require manufacturers to fit microplastic-catching filters to new domestic and commercial washing machines; to make provision about the promotion of the use of microplastic-catching filters in washing machines and raising awareness about the consequences of microplastics from washing machines for pollution in rivers and seas; and for connected purposes.,Microplastic Filters (Washing Machines) Bill,Commons,1,39,FailedCommons,[ -34.99414012 -138.7207938  -130.59056336 -125.74779901]
3795,A Bill to require parliamentary approval for the deployment of UK armed forces for armed conflict; to provide for exemptions from that requirement in cases of emergency or in respect of compliance with treaty obligations; to make provision for retrospective parliamentary approval in certain circumstances; and for connected purposes.,Military Action Bill,Commons,1,39,SuccessLords,[-265.83534926 -114.55286087 -167.90575443  -98.34955472]
3857,A Bill to amend the Mobile Homes Act 1983; and for connected purposes.,Mobile Homes Act 1983 (Amendment) Bill,Commons,1,39,SuccesCommons,[-5.41206436 -3.21864667 -1.26657167 -2.16856733]
3804,A Bill to require the Secretary of State to publish a ten-year cancer strategy for England; and for connected purposes.,National Cancer Strategy Bill,Commons,1,39,FailedCommons,[ -7.79217838 -17.52553729 -30.15973279 -24.10411284]
3869,A Bill to make provision for co-funding and for the extension of co-payment for NHS services in England; and for connected purposes.,National Health Service Co-Funding and Co-Payment Bill,Commons,1,39,SuccessLords,[-19.04918264 -11.65501376 -12.66753393 -10.36085759]
3888,A Bill to make provision about secondary Class 1 contributions.,National Insurance Contributions (Secondary Class 1 Contributions) Bill,Commons,1,39,SuccesCommons,[-10.70223064  -1.74899303  -0.24693154  -1.10990609]
3838,A Bill to require water companies and relevant public bodies to use nature-based solutions as a means to improve water and flood risk management services; and for connected purposes.,Nature-based Solutions (Water and Flooding) Bill,Commons,1,39,SuccesCommons,[-68.35012588 -75.43553662 -55.35534271 -61.95332671]
3775,A Bill to require the installation of solar photovoltaic generation equipment on new homes; to set minimum standards for compliance with that requirement; and for connected purposes.,New Homes (Solar Generation) Bill,Commons,1,39,FailedCommons,[-24.60209594 -39.74891737 -48.35407119 -42.14347541]
3862,A Bill to make provision about arranging alternative non-NHS England treatment for patients who have waited for more than one year for hospital treatment; and for connected purposes.,NHS England (Alternative Treatment) Bill,Commons,1,39,FailedCommons,[ -9.34826455 -35.42612871 -46.53821822 -41.1434986 ]
3830,A Bill to make provision about the content and use of non-disclosure agreements; and for connected purposes.,Non-Disclosure Agreements Bill,Commons,1,39,FailedLords,[-17.3492118  -16.67067284 -24.0418252  -18.65029445]
