id,predicted_class,doc_probs
256,FailedCommons,[9.97073280e-01 3.22176665e-08 2.25118954e-26 2.92668824e-03]
3302,FailedLords,[2.43895076e-01 7.56101899e-01 2.62778350e-13 3.02484692e-06]
1220,SuccessLords,[1.71468179e-05 3.21214174e-13 1.24554523e-26 9.99982853e-01]
451,FailedCommons,[9.98632431e-01 1.52580788e-04 2.17189933e-16 1.21498848e-03]
2976,FailedCommons,[9.99671182e-01 2.99862319e-04 1.61300904e-11 2.89553417e-05]
1215,FailedCommons,[9.99987952e-01 6.08709738e-08 8.70992520e-18 1.19874420e-05]
2090,FailedCommons,[9.96599917e-01 2.65695782e-05 5.31000008e-14 3.37351335e-03]
2428,FailedCommons,[9.99996653e-01 2.75035351e-06 3.51885794e-15 5.96963884e-07]
1843,FailedCommons,[9.99999994e-01 5.59684762e-09 3.59358436e-21 1.28522623e-12]
788,FailedCommons,[9.99998478e-01 1.41573118e-06 1.02118058e-15 1.06209460e-07]
2070,FailedCommons,[9.99964206e-01 4.00035704e-06 9.98929568e-15 3.17934260e-05]
1704,FailedCommons,[9.98390552e-01 1.38931520e-03 3.17770301e-15 2.20133087e-04]
1542,SuccessLords,[4.03719740e-02 1.12542399e-01 7.67347534e-15 8.47085627e-01]
446,FailedCommons,[1.00000000e+00 1.08819218e-14 3.99852981e-31 2.39355795e-23]
2952,FailedCommons,[1.00000000e+00 1.77438262e-20 1.19273993e-27 1.43094050e-19]
224,FailedCommons,[9.99999997e-01 6.77986670e-14 8.65506370e-30 2.77090304e-09]
457,FailedCommons,[9.99995286e-01 3.94364689e-06 3.57529001e-15 7.70565501e-07]
2441,FailedCommons,[9.99783671e-01 2.16328900e-04 1.17453996e-11 8.70160433e-12]
3269,FailedCommons,[8.19431062e-01 1.14200591e-01 2.49358832e-06 6.63658533e-02]
1962,FailedCommons,[9.99999954e-01 1.42933071e-08 3.92378791e-20 3.15968677e-08]
3227,FailedCommons,[9.98715915e-01 3.40639113e-04 1.53648034e-18 9.43446310e-04]
1074,FailedCommons,[9.94880695e-01 3.48778838e-04 7.18930260e-12 4.77052634e-03]
579,FailedCommons,[9.95800478e-01 9.46441489e-05 2.91249061e-10 4.10487806e-03]
3551,FailedCommons,[9.44698789e-01 1.85117620e-02 1.19970184e-08 3.67894373e-02]
2169,FailedCommons,[9.99999196e-01 5.80749844e-08 3.54992307e-15 7.45910935e-07]
429,FailedCommons,[9.99929062e-01 1.37264762e-07 1.23238606e-14 7.08004090e-05]
424,FailedCommons,[9.99990103e-01 8.40902553e-06 5.24945694e-10 1.48770326e-06]
893,FailedCommons,[9.00027522e-01 4.38109488e-03 1.48976677e-10 9.55913831e-02]
784,FailedCommons,[7.55937364e-01 2.44062062e-01 2.16100010e-14 5.73165547e-07]
1444,FailedCommons,[9.97484279e-01 2.50483281e-03 1.05455006e-05 3.42431966e-07]
1062,FailedCommons,[9.99999923e-01 7.71845158e-08 4.09334081e-31 8.37207982e-17]
2161,FailedCommons,[9.98358773e-01 1.34076692e-03 4.13201738e-06 2.96327834e-04]
2791,FailedCommons,[9.99999987e-01 1.33194288e-08 1.83562571e-16 3.33560462e-11]
2421,FailedCommons,[9.33471609e-01 6.64527684e-02 1.91169515e-11 7.56220734e-05]
967,FailedCommons,[1.00000000e+00 5.85888811e-12 2.44055278e-25 2.20729329e-11]
477,FailedCommons,[1.00000000e+00 4.10611091e-26 3.88767169e-33 1.67150264e-20]
2341,FailedCommons,[8.78671692e-01 6.77065612e-02 1.02153953e-09 5.36217457e-02]
428,FailedLords,[4.66700057e-08 9.99999877e-01 2.36280649e-19 7.62546385e-08]
2939,FailedCommons,[9.76864917e-01 2.31324567e-02 8.71764916e-08 2.53866423e-06]
775,FailedCommons,[8.92699613e-01 7.38317264e-03 2.62068856e-07 9.99169527e-02]
1491,SuccessLords,[1.25731693e-01 6.28034474e-02 6.41924535e-10 8.11464859e-01]
909,SuccessLords,[4.38458123e-01 5.10007989e-05 3.88103397e-14 5.61490876e-01]
2685,FailedCommons,[1.00000000e+00 9.28611914e-22 4.83372207e-30 3.26869279e-20]
1435,FailedCommons,[9.99999542e-01 4.58423764e-07 6.15112381e-22 3.21254394e-14]
258,FailedLords,[2.62533113e-01 7.35929107e-01 7.14460404e-19 1.53778074e-03]
2971,FailedCommons,[9.85950446e-01 1.07914460e-09 8.35977526e-15 1.40495529e-02]
3500,FailedCommons,[9.99986313e-01 1.36867165e-05 1.62265829e-21 1.83448422e-13]
2172,FailedCommons,[1.00000000e+00 3.63018803e-20 1.15977442e-24 9.23074130e-11]
3668,FailedCommons,[9.86315743e-01 1.36838192e-02 1.12278632e-13 4.38273969e-07]
780,FailedCommons,[6.46935541e-01 2.87265409e-01 5.04952709e-05 6.57485554e-02]
2958,FailedCommons,[1.00000000e+00 3.74378903e-11 1.51647987e-24 1.13180640e-15]
3356,FailedCommons,[9.93290902e-01 3.38859111e-03 1.57846857e-07 3.32034945e-03]
3397,FailedCommons,[9.99999992e-01 7.86604486e-09 5.33249493e-20 8.56538225e-15]
1467,FailedCommons,[9.99999995e-01 1.40338480e-09 1.10350687e-19 4.03063689e-09]
1075,FailedCommons,[9.99992364e-01 7.20360606e-06 1.14709166e-14 4.32765454e-07]
1509,FailedCommons,[9.99997071e-01 2.44021360e-06 2.40933525e-19 4.88326253e-07]
2674,FailedCommons,[9.99998281e-01 4.00796196e-07 2.66185289e-11 1.31832375e-06]
3462,FailedCommons,[1.00000000e+00 3.18019629e-18 1.99073878e-27 4.30784981e-16]
416,FailedCommons,[9.63730052e-01 3.62039494e-02 1.41436474e-10 6.59981634e-05]
1851,FailedCommons,[7.56437779e-01 1.09726935e-05 1.76445357e-14 2.43551248e-01]
3322,FailedCommons,[1.00000000e+00 1.40031106e-12 2.86315974e-22 7.73341261e-13]
2293,FailedCommons,[9.99999998e-01 6.49241666e-10 2.91449129e-18 1.09627512e-09]
588,FailedCommons,[6.55003248e-01 2.30734094e-04 1.31679484e-12 3.44766018e-01]
1965,FailedCommons,[9.87339106e-01 1.26559271e-02 1.39934246e-09 4.96503083e-06]
2638,FailedCommons,[9.77181376e-01 2.07497973e-02 6.55155112e-08 2.06876124e-03]
1708,FailedCommons,[9.98416474e-01 1.04790614e-03 7.52031390e-13 5.35619449e-04]
232,SuccessLords,[3.23792935e-01 2.12332514e-01 3.16179741e-15 4.63874551e-01]
3587,SuccessLords,[3.97890307e-02 1.78728361e-02 6.49685648e-10 9.42338133e-01]
250,SuccessLords,[2.23221456e-01 9.68300682e-05 1.16702998e-12 7.76681714e-01]
1688,FailedCommons,[5.23666755e-01 4.76266606e-01 8.15852352e-15 6.66392164e-05]
2936,FailedCommons,[9.99998914e-01 6.67765638e-07 5.51895771e-08 3.62727422e-07]
305,FailedCommons,[9.99953373e-01 7.92746250e-10 5.23491316e-18 4.66257864e-05]
1893,FailedCommons,[9.62349013e-01 1.83598205e-04 5.06567744e-16 3.74673887e-02]
2152,FailedCommons,[9.94546850e-01 2.40820176e-03 6.39686200e-14 3.04494838e-03]
2746,FailedCommons,[9.97389033e-01 2.59106000e-03 5.77214820e-11 1.99073426e-05]
2327,FailedCommons,[9.99999999e-01 1.85613673e-13 7.95990893e-20 7.75704716e-10]
448,FailedCommons,[9.84902086e-01 3.46614380e-03 4.45607055e-29 1.16317707e-02]
278,FailedCommons,[9.99831171e-01 1.61534140e-04 3.51050100e-08 7.25963353e-06]
2913,SuccessLords,[2.26043226e-01 4.11070174e-05 3.38550972e-17 7.73915667e-01]
1294,FailedLords,[9.65476678e-11 1.00000000e+00 4.54766399e-30 9.97768047e-19]
1034,FailedCommons,[9.95078030e-01 9.40351000e-06 4.52531900e-03 3.87247095e-04]
1096,SuccessLords,[1.84120817e-01 5.14259063e-02 2.36822804e-07 7.64453040e-01]
3706,FailedCommons,[9.99999985e-01 1.45099971e-08 1.81926528e-20 4.80624833e-15]
2988,FailedCommons,[9.99817313e-01 3.67693555e-06 9.67881417e-06 1.69331157e-04]
3642,FailedCommons,[9.99695508e-01 2.97807778e-04 1.55259854e-11 6.68417480e-06]
2457,FailedCommons,[9.99999769e-01 2.31420567e-07 3.15742817e-21 4.09145490e-11]
2686,FailedCommons,[9.93708292e-01 6.28564315e-03 5.35731953e-12 6.06458594e-06]
3430,FailedCommons,[1.00000000e+00 1.79091121e-12 3.02894108e-22 8.93131773e-13]
3407,FailedCommons,[9.99986355e-01 1.36442261e-05 2.16727864e-20 3.58619923e-10]
1909,FailedCommons,[9.26113071e-01 5.43432202e-03 6.20039419e-05 6.83906029e-02]
1061,FailedCommons,[9.99970779e-01 2.03202974e-05 8.44818537e-10 8.89939219e-06]
1083,FailedCommons,[9.99953201e-01 1.25628443e-05 4.90806724e-07 3.37451071e-05]
3404,FailedCommons,[1.00000000e+00 1.34341216e-20 4.27181563e-34 3.08951970e-19]
1103,FailedCommons,[9.98729506e-01 1.26832017e-03 8.38570127e-14 2.17407017e-06]
3011,FailedCommons,[1.00000000e+00 1.42897468e-11 4.53525545e-20 5.08853505e-11]
439,FailedCommons,[1.00000000e+00 2.06537218e-13 2.11588665e-22 4.73969120e-13]
2927,FailedCommons,[9.89294389e-01 1.70765601e-03 1.79322997e-12 8.99795518e-03]
2199,SuccessLords,[4.81550483e-03 8.37137312e-08 1.99285699e-13 9.95184411e-01]
413,FailedLords,[3.27276403e-04 9.99660421e-01 5.35554479e-17 1.23028449e-05]
2085,SuccessLords,[7.99335929e-02 1.31501690e-02 1.53241616e-08 9.06916223e-01]
3005,FailedCommons,[9.99498008e-01 5.01867024e-04 8.41365592e-13 1.25308971e-07]
1431,FailedCommons,[9.99932436e-01 8.10263667e-07 1.69316638e-16 6.67532473e-05]
1317,FailedCommons,[9.99998743e-01 1.25679406e-06 1.44125749e-35 4.25584324e-17]
3297,FailedCommons,[9.97222021e-01 1.12251456e-04 5.59234949e-12 2.66572781e-03]
2285,FailedCommons,[9.98684225e-01 1.31574408e-03 4.42409599e-16 3.08680963e-08]
2743,FailedLords,[2.31283982e-01 6.26213460e-01 7.55681937e-07 1.42501802e-01]
2223,FailedCommons,[9.84466519e-01 7.62034472e-03 3.19571016e-12 7.91313590e-03]
3094,FailedCommons,[1.00000000e+00 1.09677230e-33 1.91429761e-27 2.11811729e-24]
1553,FailedCommons,[9.00715587e-01 9.92665328e-02 8.84217544e-14 1.78798017e-05]
2949,SuccessLords,[3.78829297e-02 1.18004605e-04 4.61953784e-13 9.61999066e-01]
3650,FailedCommons,[9.99999977e-01 2.14380867e-08 1.51922904e-21 1.60064780e-09]
745,FailedCommons,[9.99998989e-01 1.00166336e-06 2.62741747e-15 8.97491554e-09]
3081,FailedCommons,[9.93043938e-01 4.63442308e-04 4.17276235e-12 6.49261933e-03]
1665,FailedCommons,[9.99999936e-01 4.53372463e-08 9.29221671e-18 1.86506675e-08]
804,FailedCommons,[9.99268724e-01 3.57572342e-06 3.91589312e-16 7.27699983e-04]
801,SuccessLords,[7.13859048e-05 1.14375971e-08 8.65950272e-23 9.99928603e-01]
3275,FailedCommons,[9.99669910e-01 3.23125528e-04 1.73634162e-11 6.96479546e-06]
2666,FailedCommons,[9.99966891e-01 3.31090300e-05 8.98402831e-11 2.97561561e-10]
2462,FailedCommons,[1.00000000e+00 6.48272758e-21 7.01489353e-33 6.74746731e-16]
2355,FailedCommons,[9.99999033e-01 9.66963598e-07 1.43717692e-18 9.82036602e-11]
2224,FailedCommons,[8.73312949e-01 1.55450775e-03 7.81933161e-08 1.25132465e-01]
1093,FailedCommons,[8.50311971e-01 1.49624731e-01 1.22816661e-10 6.32981510e-05]
2758,FailedCommons,[1.00000000e+00 1.01754207e-27 2.48936669e-34 4.49879841e-32]
3415,FailedCommons,[9.99999998e-01 1.57109402e-11 1.36408997e-27 1.57022365e-09]
3437,FailedCommons,[1.00000000e+00 2.61364839e-12 2.37372268e-25 8.04843879e-15]
3055,FailedCommons,[1.00000000e+00 4.07108325e-31 2.20358784e-44 5.35439355e-38]
2368,FailedCommons,[9.99989505e-01 1.04590161e-05 2.04171128e-17 3.56366779e-08]
2245,FailedCommons,[9.65044313e-01 8.13902576e-03 6.29370548e-08 2.68165987e-02]
2917,FailedCommons,[9.99994316e-01 5.68428117e-06 1.40441624e-14 3.05974065e-11]
2636,FailedCommons,[9.99972805e-01 2.71946644e-05 9.24773874e-18 6.70824141e-11]
3329,FailedCommons,[9.99999992e-01 7.20444044e-09 2.36291419e-15 3.74080785e-10]
489,SuccessLords,[5.71077229e-03 1.29620002e-03 8.49620251e-13 9.92993028e-01]
2374,FailedCommons,[1.00000000e+00 1.27819725e-19 5.58927806e-31 2.43991429e-21]
1209,FailedCommons,[6.01392609e-01 1.52650493e-01 1.04428977e-09 2.45956898e-01]
1879,SuccessLords,[1.58703474e-01 3.87106671e-03 1.76028535e-18 8.37425459e-01]
2772,FailedCommons,[1.00000000e+00 9.65594670e-12 3.12237814e-29 3.14927290e-17]
770,FailedCommons,[9.99302472e-01 6.97498411e-04 3.40863585e-11 2.91464762e-08]
590,FailedCommons,[9.99998302e-01 9.44597899e-13 4.51954829e-12 1.69751825e-06]
1531,FailedCommons,[7.19958030e-01 8.02403503e-03 7.82290789e-12 2.72017935e-01]
1659,FailedCommons,[9.99394323e-01 7.72660695e-07 6.03207644e-17 6.04904818e-04]
229,SuccessLords,[8.92636724e-09 1.46239873e-11 3.42888708e-26 9.99999991e-01]
1207,FailedCommons,[9.99999920e-01 7.70987644e-08 9.53056049e-18 2.63473563e-09]
2660,FailedCommons,[9.99969390e-01 4.83698957e-06 9.75975646e-12 2.57734378e-05]
3395,FailedCommons,[9.99958839e-01 2.55533545e-05 2.59372471e-12 1.56072977e-05]
1433,FailedCommons,[9.38047624e-01 5.05533456e-04 3.38218330e-08 6.14468086e-02]
701,FailedCommons,[6.55965362e-01 8.09017503e-03 4.77001634e-13 3.35944463e-01]
2755,FailedCommons,[9.96941904e-01 5.32365914e-06 2.50292989e-12 3.05277189e-03]
3285,FailedCommons,[9.99999538e-01 4.62186868e-07 9.32863345e-17 5.25562196e-11]
713,FailedLords,[1.84908611e-01 7.68871086e-01 1.03966348e-07 4.62201989e-02]
2380,FailedCommons,[9.99935432e-01 6.45388717e-05 2.87086077e-08 1.00469323e-11]
2617,FailedCommons,[9.97852287e-01 2.14318436e-03 2.64466348e-08 4.50237095e-06]
1461,FailedCommons,[1.00000000e+00 1.31401097e-10 2.40886540e-18 4.95845205e-12]
3349,FailedCommons,[9.92753008e-01 1.19344199e-05 1.69279629e-08 7.23504091e-03]
2943,FailedCommons,[1.00000000e+00 5.87961672e-16 5.28993128e-35 5.70943227e-21]
2751,FailedCommons,[9.99999999e-01 1.11721407e-09 8.13333324e-20 5.58649912e-19]
1887,FailedLords,[3.69406551e-02 9.26442557e-01 7.54395941e-10 3.66167868e-02]
3230,FailedLords,[3.63850375e-02 9.62178994e-01 3.69356865e-11 1.43596867e-03]
1462,FailedCommons,[1.00000000e+00 3.56596144e-13 1.95310155e-23 6.97966249e-13]
406,FailedLords,[2.82638327e-02 8.40398639e-01 1.01101931e-07 1.31337427e-01]
504,FailedCommons,[9.99982067e-01 3.35545870e-06 2.16887434e-12 1.45771893e-05]
2132,FailedCommons,[1.00000000e+00 4.70875357e-15 1.11978460e-32 1.70688621e-19]
702,SuccessLords,[6.85892217e-02 2.19120720e-01 4.21002314e-11 7.12290058e-01]
2137,FailedCommons,[9.93708292e-01 6.28564315e-03 5.35731953e-12 6.06458594e-06]
3272,FailedCommons,[9.99988828e-01 1.24813800e-07 9.75728856e-06 1.29014045e-06]
452,FailedCommons,[9.99985161e-01 1.10174923e-05 2.27166554e-14 3.82191435e-06]
3222,FailedCommons,[9.99999419e-01 5.81111879e-07 4.01178936e-27 3.68486090e-13]
253,FailedLords,[2.30041166e-01 7.69954905e-01 4.40951223e-12 3.92900157e-06]
2290,FailedLords,[1.85706723e-01 7.68767663e-01 1.62071992e-08 4.55255983e-02]
2908,FailedCommons,[9.99950156e-01 4.98435866e-05 6.25447572e-13 6.81929850e-10]
2808,FailedCommons,[5.35468376e-01 1.21613553e-01 2.84222606e-09 3.42918069e-01]
337,FailedCommons,[9.99998046e-01 1.81887378e-07 1.25582531e-17 1.77240243e-06]
1640,FailedCommons,[9.99742808e-01 2.16297926e-07 8.58849638e-18 2.56975981e-04]
3114,FailedCommons,[9.30643324e-01 8.95941648e-04 1.89196432e-12 6.84607343e-02]
2208,FailedCommons,[0.48524147 0.38463237 0.00147499 0.12865118]
2759,FailedLords,[1.52861315e-01 7.24180765e-01 3.08177417e-04 1.22649742e-01]
1846,FailedCommons,[9.99905054e-01 9.49453725e-05 1.49440397e-28 8.30868291e-10]
3036,FailedCommons,[9.70956649e-01 2.90428821e-02 2.96353342e-19 4.68854828e-07]
1222,FailedCommons,[9.99542728e-01 4.07211873e-04 8.37404106e-17 5.00600001e-05]
3393,FailedCommons,[9.99999576e-01 1.73726683e-07 2.50494601e-07 8.16018114e-13]
399,FailedCommons,[9.99999999e-01 9.86793777e-10 2.43087532e-25 3.16489240e-15]
1673,FailedCommons,[9.68681771e-01 7.79762238e-03 1.30227396e-10 2.35206068e-02]
832,FailedCommons,[9.29660166e-01 6.54513224e-02 1.86091965e-09 4.88850997e-03]
1918,FailedCommons,[9.95796199e-01 4.18148359e-03 6.01503374e-08 2.22572927e-05]
2200,FailedCommons,[9.99891486e-01 1.55871656e-05 1.04229828e-13 9.29265205e-05]
895,FailedCommons,[9.99999996e-01 8.63200791e-13 7.24579437e-21 4.43031475e-09]
1137,FailedLords,[2.16883966e-01 7.69338012e-01 2.40925507e-05 1.37539296e-02]
1933,FailedCommons,[9.99856507e-01 9.20366109e-05 1.41521984e-09 5.14548872e-05]
3062,FailedCommons,[9.96791690e-01 4.01938116e-05 1.68547831e-10 3.16811648e-03]
2253,FailedCommons,[9.67997940e-01 3.20020602e-02 4.95393239e-22 3.63080392e-12]
592,FailedCommons,[9.94928190e-01 2.11644885e-08 9.74245067e-29 5.07178855e-03]
1417,FailedCommons,[9.99988873e-01 1.14351686e-12 7.87974857e-16 1.11268932e-05]
2637,FailedCommons,[9.98604963e-01 1.39500280e-03 3.17255402e-10 3.38077211e-08]
1211,FailedCommons,[9.99976325e-01 6.05141839e-07 1.11719390e-18 2.30696735e-05]
1495,FailedCommons,[9.99999991e-01 1.15162860e-09 2.64116278e-22 7.67257483e-09]
1689,FailedCommons,[9.97244047e-01 2.30664030e-03 6.93129264e-22 4.49312256e-04]
2989,FailedCommons,[9.99999796e-01 2.03138741e-07 4.72487155e-17 5.31695487e-10]
2204,SuccessLords,[5.24847847e-02 7.10563691e-06 8.75719689e-11 9.47508110e-01]
2232,FailedCommons,[9.84409477e-01 1.47624648e-02 1.75332127e-15 8.28057788e-04]
687,FailedCommons,[7.14357028e-01 1.55404025e-02 1.52338489e-10 2.70102570e-01]
1854,SuccessLords,[5.24847847e-02 7.10563691e-06 8.75719689e-11 9.47508110e-01]
3365,FailedCommons,[9.99998591e-01 2.03112577e-07 3.43599451e-14 1.20543650e-06]
1938,SuccessLords,[4.73165268e-01 8.19013118e-04 1.09523307e-12 5.26015719e-01]
699,FailedLords,[3.57319957e-04 7.48400342e-01 3.88537369e-14 2.51242338e-01]
2154,FailedCommons,[1.00000000e+00 3.75288777e-11 4.03103733e-21 6.20382787e-15]
1666,FailedCommons,[9.99988491e-01 2.01066510e-06 3.40368055e-11 9.49834917e-06]
3300,FailedCommons,[9.48147646e-01 3.76713662e-09 4.20793942e-14 5.18523501e-02]
715,SuccessLords,[3.16873321e-01 1.93808233e-03 2.36288991e-10 6.81188597e-01]
1212,FailedCommons,[7.00803120e-01 1.93212893e-07 3.90292571e-15 2.99196687e-01]
1101,FailedCommons,[9.83409378e-01 1.63627964e-02 1.24709716e-24 2.27825636e-04]
2351,FailedCommons,[9.99998500e-01 4.63354516e-09 7.49618040e-15 1.49571589e-06]
2323,FailedCommons,[9.98435978e-01 1.05636746e-05 2.52767712e-14 1.55345837e-03]
2634,FailedCommons,[1.00000000e+00 1.28484513e-15 1.69901231e-23 3.30184547e-13]
887,FailedCommons,[9.99985578e-01 3.41880042e-06 1.16190636e-14 1.10031037e-05]
2810,FailedCommons,[1.00000000e+00 1.42897468e-11 4.53525545e-20 5.08853505e-11]
1469,FailedCommons,[9.99474069e-01 5.12911462e-04 1.54715191e-19 1.30198766e-05]
2625,FailedCommons,[1.00000000e+00 3.26549906e-10 7.57113758e-19 2.49985300e-11]
246,FailedCommons,[8.62564855e-01 1.36389574e-01 4.45401665e-08 1.04552636e-03]
1041,FailedCommons,[7.49598403e-01 5.47548403e-02 6.46958840e-09 1.95646750e-01]
2332,FailedCommons,[9.99943340e-01 2.11783378e-05 3.46969701e-14 3.54819764e-05]
620,FailedCommons,[1.00000000e+00 5.90917801e-14 1.25291837e-21 2.76754816e-13]
2903,FailedCommons,[9.99999975e-01 2.54143730e-08 7.62104010e-19 2.57615785e-11]
409,FailedCommons,[5.30421796e-01 2.69501156e-01 4.28240366e-09 2.00077043e-01]
760,FailedCommons,[9.99999993e-01 1.19334154e-11 1.79881119e-20 7.44229666e-09]
1216,SuccessLords,[1.29282725e-01 1.31956438e-03 1.35587583e-08 8.69397697e-01]
404,SuccessLords,[5.79873232e-04 2.78062308e-10 1.21830239e-15 9.99420126e-01]
2095,FailedCommons,[9.98266432e-01 1.18026826e-03 8.88701189e-12 5.53299889e-04]
1641,FailedCommons,[9.93054889e-01 1.58716161e-06 1.82265576e-13 6.94352372e-03]
1219,FailedCommons,[9.99992019e-01 8.19678928e-08 4.32583949e-21 7.89874066e-06]
490,FailedCommons,[9.99999984e-01 1.59809829e-08 3.16330079e-23 6.56052758e-14]
3318,FailedCommons,[9.99999936e-01 3.79972177e-08 8.96427568e-20 2.64571523e-08]
2349,FailedCommons,[9.51599221e-01 4.81245550e-02 5.29244232e-07 2.75694759e-04]
3141,FailedCommons,[9.99751285e-01 2.48193338e-04 2.29241292e-12 5.21897923e-07]
844,FailedCommons,[9.96289685e-01 1.55504617e-03 1.79311689e-12 2.15526916e-03]
3646,FailedCommons,[9.99998917e-01 1.07841239e-06 1.01835425e-19 4.92642440e-09]
1702,FailedCommons,[9.16031046e-01 2.63115890e-04 2.14931048e-26 8.37058377e-02]
272,FailedCommons,[9.99985161e-01 1.10174923e-05 2.27166554e-14 3.82191435e-06]
2960,FailedLords,[1.37070615e-01 8.61821559e-01 6.49502194e-12 1.10782603e-03]
714,FailedCommons,[9.97732086e-01 8.80093459e-04 3.20737824e-10 1.38782000e-03]
3061,FailedCommons,[8.78063018e-01 2.02814187e-04 3.75912022e-12 1.21734168e-01]
2120,FailedCommons,[9.32479825e-01 6.19921685e-02 1.30295288e-06 5.52670334e-03]
1528,FailedCommons,[9.99999865e-01 1.16512444e-07 2.51478847e-15 1.87641970e-08]
583,FailedCommons,[9.99909184e-01 1.50956597e-06 6.05404915e-20 8.93065342e-05]
2444,FailedCommons,[9.99999979e-01 3.64543797e-09 1.45335311e-20 1.76155937e-08]
1323,FailedCommons,[9.15472090e-01 8.03171742e-02 2.88684617e-06 4.20784877e-03]
3278,FailedCommons,[5.94114937e-01 4.00409803e-01 2.69974621e-08 5.47523310e-03]
2260,FailedCommons,[9.15146383e-01 2.11025006e-04 1.44755418e-08 8.46425773e-02]
3104,FailedCommons,[9.99883706e-01 8.71068796e-05 3.46896484e-10 2.91871905e-05]
2916,FailedCommons,[1.00000000e+00 1.21259266e-15 1.96016723e-23 2.78605479e-13]
3544,FailedLords,[3.59372533e-01 6.39254602e-01 5.37295684e-19 1.37286512e-03]
708,FailedCommons,[9.99991466e-01 8.53370551e-06 8.04271959e-24 4.00175723e-12]
3064,SuccessLords,[3.38277706e-01 9.18116004e-12 4.41641728e-17 6.61722294e-01]
1674,FailedCommons,[1.00000000e+00 2.97526485e-10 5.46070988e-23 1.97025011e-22]
475,FailedCommons,[9.80757222e-01 7.97086064e-03 4.54578531e-10 1.12719167e-02]
3598,FailedCommons,[9.78720942e-01 1.19484525e-05 1.16996820e-18 2.12671097e-02]
510,SuccessLords,[1.38319748e-03 1.50264087e-05 6.03850945e-14 9.98601776e-01]
2157,FailedLords,[2.82534190e-01 7.16950012e-01 8.49374960e-12 5.15797711e-04]
3687,FailedCommons,[9.99999769e-01 1.34927916e-08 6.69679991e-17 2.17270307e-07]
1048,FailedCommons,[9.96330179e-01 3.43891336e-03 2.56024202e-19 2.30908125e-04]
1948,FailedCommons,[7.95441252e-01 1.94782752e-07 5.49315007e-20 2.04558553e-01]
3287,FailedCommons,[1.00000000e+00 3.95532878e-31 2.18245689e-44 5.44839101e-38]
3025,FailedCommons,[9.83540036e-01 4.58415880e-03 3.03977425e-17 1.18758050e-02]
3135,FailedCommons,[9.99999903e-01 4.11765419e-08 8.73331295e-20 5.59682814e-08]
1464,FailedCommons,[9.99958614e-01 4.13847642e-05 2.17058690e-14 7.52282468e-10]
1046,FailedCommons,[9.85438678e-01 1.35624265e-02 3.61915940e-12 9.98895772e-04]
2329,FailedCommons,[1.00000000e+00 3.07735736e-10 1.45532958e-23 8.65670614e-14]
2170,FailedCommons,[9.94496201e-01 1.81122929e-03 1.60887695e-17 3.69257001e-03]
438,FailedCommons,[9.99999492e-01 4.19571453e-07 5.06491654e-15 8.83717467e-08]
1670,FailedCommons,[9.99999995e-01 1.40338480e-09 1.10350687e-19 4.03063689e-09]
