id,predicted_class,doc_probs
3484,SuccesCommons,[3.85471621e-27 8.64618968e-29 1.00000000e+00 7.40477812e-31]
1031,SuccessLords,[4.53448879e-02 1.35579494e-03 4.85632883e-08 9.53299269e-01]
836,SuccesCommons,[8.11691989e-56 5.27369591e-56 1.00000000e+00 3.10872934e-60]
3137,SuccessLords,[2.37558466e-22 3.79861902e-20 5.97687117e-19 1.00000000e+00]
1337,SuccessLords,[3.33400114e-04 8.70564130e-04 9.00980216e-03 9.89786234e-01]
1045,FailedLords,[1.40158107e-05 6.35554927e-01 3.24636805e-07 3.64430732e-01]
1126,SuccessLords,[2.11634227e-02 3.95308967e-01 1.32969606e-08 5.83527597e-01]
2045,FailedCommons,[9.99999998e-01 6.85502341e-21 1.67694247e-09 1.85584706e-17]
2153,SuccesCommons,[2.02922266e-12 1.16355194e-10 9.99999989e-01 1.04713273e-08]
454,SuccessLords,[9.00863265e-04 2.65569442e-02 6.56772456e-06 9.72535625e-01]
797,SuccessLords,[9.18578147e-21 2.95546140e-07 5.44802662e-09 9.99999699e-01]
3237,FailedCommons,[9.91840237e-01 3.40660130e-06 8.98362129e-04 7.25799467e-03]
218,SuccessLords,[1.07950823e-11 3.57659729e-07 7.27301472e-05 9.99926912e-01]
140,FailedCommons,[9.98348423e-01 5.84592212e-13 1.65102786e-03 5.49396245e-07]
1420,SuccessLords,[6.10269941e-07 4.65150704e-16 1.46846003e-27 9.99999390e-01]
1343,SuccessLords,[4.01670010e-08 7.74053355e-09 1.65423157e-09 9.99999950e-01]
2814,SuccessLords,[1.72731120e-02 1.80911912e-03 5.35295406e-09 9.80917763e-01]
2909,SuccessLords,[2.06102415e-03 1.13433338e-03 1.50463690e-05 9.96789596e-01]
1522,SuccessLords,[2.00668567e-04 5.01152652e-04 2.63612760e-11 9.99298179e-01]
2267,FailedLords,[2.24120403e-02 6.53285520e-01 9.94454970e-09 3.24302430e-01]
1033,FailedLords,[4.90556657e-03 9.95028761e-01 4.81527511e-10 6.56719374e-05]
2229,SuccessLords,[1.69543173e-03 9.68992193e-04 1.44935705e-13 9.97335576e-01]
214,SuccessLords,[4.90876951e-05 1.19083953e-04 8.44010444e-02 9.15430784e-01]
1571,SuccessLords,[2.69482068e-08 7.07265695e-12 2.44187072e-15 9.99999973e-01]
212,SuccessLords,[1.33789747e-22 3.43522747e-12 1.47163216e-08 9.99999985e-01]
1858,SuccesCommons,[6.90597559e-39 1.12236421e-41 1.00000000e+00 5.11820042e-44]
2163,SuccessLords,[7.58463848e-15 4.01814136e-21 1.07503756e-17 1.00000000e+00]
758,SuccessLords,[5.06683541e-06 1.69073298e-03 1.82088628e-05 9.98285991e-01]
3021,SuccessLords,[1.27269092e-03 8.97049252e-05 1.33333620e-03 9.97304268e-01]
2806,SuccessLords,[1.30603390e-11 4.56514450e-09 1.23251026e-07 9.99999872e-01]
1313,FailedCommons,[9.95495402e-01 5.80477755e-16 1.80338434e-11 4.50459822e-03]
2046,FailedCommons,[9.77729241e-01 1.09083155e-18 1.82014611e-14 2.22707589e-02]
2907,FailedLords,[1.15484408e-07 6.92329735e-01 1.92793384e-10 3.07670149e-01]
1749,SuccessLords,[2.71001257e-07 9.47258196e-05 7.20633491e-03 9.92698668e-01]
3431,SuccesCommons,[1.50721280e-25 1.68964577e-27 1.00000000e+00 2.52024654e-29]
821,SuccessLords,[5.06715930e-05 2.48458713e-03 1.79232491e-06 9.97462949e-01]
2904,SuccessLords,[1.37843521e-01 1.62812950e-07 1.28746360e-15 8.62156317e-01]
1721,SuccessLords,[1.60632973e-08 3.78272539e-08 1.51764302e-08 9.99999931e-01]
2714,SuccessLords,[6.99366127e-07 1.02032451e-02 8.74831766e-09 9.89796047e-01]
761,SuccesCommons,[9.04574080e-07 8.35119881e-05 9.95516472e-01 4.39911193e-03]
207,SuccessLords,[1.21668692e-09 2.43947238e-10 3.16837041e-04 9.99683161e-01]
3443,SuccessLords,[5.97995519e-03 8.30171154e-03 2.11210226e-06 9.85716221e-01]
1153,SuccessLords,[9.99671423e-07 5.38107476e-04 1.25036195e-12 9.99460893e-01]
1502,SuccesCommons,[2.46452799e-23 9.18592018e-17 1.00000000e+00 5.00788141e-16]
336,SuccessLords,[4.64835237e-05 5.31363408e-04 2.54186357e-10 9.99422153e-01]
3210,SuccessLords,[3.05668273e-03 2.64791801e-01 1.77103900e-07 7.32151340e-01]
2729,SuccessLords,[0.00111521 0.06737689 0.1117365  0.8197714 ]
2862,SuccessLords,[2.06706473e-10 1.39338786e-11 1.95733659e-07 9.99999804e-01]
3353,SuccesCommons,[2.63158007e-19 1.29486274e-19 1.00000000e+00 1.42709342e-20]
219,SuccessLords,[1.09355491e-12 9.04909649e-08 2.21337125e-06 9.99997696e-01]
808,SuccessLords,[5.37515873e-09 3.43004159e-12 2.14069816e-14 9.99999995e-01]
3422,SuccessLords,[1.38543196e-01 3.16946270e-01 3.31610574e-07 5.44510202e-01]
303,SuccesCommons,[4.61176733e-07 2.75777684e-06 9.99904296e-01 9.24853375e-05]
2861,SuccessLords,[0.00105518 0.07518841 0.24952854 0.67422787]
2841,SuccesCommons,[1.18839866e-28 7.67784661e-31 1.00000000e+00 7.56362721e-33]
252,FailedCommons,[9.99547060e-01 1.21058296e-13 1.31197522e-10 4.52940258e-04]
189,SuccessLords,[6.83270517e-06 7.12067897e-06 6.21421846e-10 9.99986046e-01]
2822,SuccessLords,[1.53138462e-18 8.84724736e-14 2.85132302e-01 7.14867698e-01]
137,SuccessLords,[3.05022654e-04 1.61380434e-02 1.05848152e-06 9.83555875e-01]
327,FailedCommons,[5.86799011e-01 2.25081277e-01 2.99637684e-06 1.88116716e-01]
3191,SuccessLords,[0.47169157 0.00419836 0.00260124 0.52150883]
196,SuccessLords,[1.14338574e-01 5.65679177e-04 7.87071606e-05 8.85017040e-01]
2762,SuccesCommons,[5.51920064e-05 1.54802054e-07 9.98668210e-01 1.27644362e-03]
2895,FailedLords,[2.52145096e-03 9.96679670e-01 8.43358209e-06 7.90445682e-04]
2228,SuccesCommons,[1.21965661e-90 1.24623778e-92 1.00000000e+00 5.98003710e-95]
207,SuccessLords,[1.21668692e-09 2.43947238e-10 3.16837041e-04 9.99683161e-01]
2775,SuccesCommons,[1.52438312e-12 1.72858056e-10 8.93625428e-01 1.06374572e-01]
2520,FailedCommons,[5.43363307e-01 1.27568634e-04 2.93250816e-03 4.53576616e-01]
2242,SuccessLords,[2.27943089e-08 1.44562651e-15 1.46202418e-16 9.99999977e-01]
1432,SuccesCommons,[2.50432633e-22 9.66698514e-22 1.00000000e+00 8.08835054e-23]
1908,SuccessLords,[2.50608099e-09 2.56578131e-10 1.59712780e-12 9.99999997e-01]
2059,FailedLords,[5.29536651e-02 6.88130584e-01 1.28754540e-05 2.58902875e-01]
877,SuccessLords,[1.38444616e-04 2.86258249e-01 1.96377782e-04 7.13406928e-01]
625,SuccesCommons,[2.13472867e-57 5.44632136e-59 1.00000000e+00 6.11944383e-64]
1298,FailedLords,[4.02332325e-06 9.99733658e-01 1.16154441e-05 2.50703493e-04]
754,SuccessLords,[1.50177527e-08 5.65986629e-11 7.76315065e-18 9.99999985e-01]
1711,FailedCommons,[9.42074834e-01 5.62346906e-02 8.51369306e-07 1.68962369e-03]
140,FailedCommons,[9.98348423e-01 5.84592212e-13 1.65102786e-03 5.49396245e-07]
2226,FailedCommons,[0.81879799 0.00468626 0.10184682 0.07466893]
686,SuccessLords,[2.32995053e-04 2.90045923e-05 5.09397010e-15 9.99738000e-01]
2806,SuccessLords,[1.30603390e-11 4.56514450e-09 1.23251026e-07 9.99999872e-01]
1739,SuccessLords,[4.45936583e-04 6.01733298e-04 1.81545377e-08 9.98952312e-01]
2214,SuccesCommons,[1.91335454e-34 2.83614149e-37 1.00000000e+00 4.64935634e-39]
955,SuccessLords,[2.70011932e-01 8.52682201e-07 4.36934349e-07 7.29986779e-01]
669,SuccessLords,[3.18846656e-06 2.79817994e-04 4.56130160e-01 5.43586834e-01]
1413,FailedCommons,[4.10968211e-01 3.63550354e-01 9.55174974e-07 2.25480481e-01]
2708,SuccesCommons,[3.69844023e-30 2.21947990e-32 1.00000000e+00 1.46077092e-34]
1429,FailedCommons,[9.97413757e-01 4.90181975e-05 9.74661119e-17 2.53722434e-03]
1928,SuccesCommons,[8.37812993e-05 3.97299843e-07 6.70276989e-01 3.29638832e-01]
2616,FailedCommons,[8.67418376e-01 6.11440176e-03 4.26400412e-07 1.26466796e-01]
2359,SuccessLords,[0.00108495 0.12610806 0.42492261 0.44788437]
1699,SuccessLords,[4.55652555e-07 8.86197056e-07 8.74828057e-10 9.99998657e-01]
1685,SuccessLords,[8.55802330e-07 1.23314413e-05 7.72466405e-10 9.99986812e-01]
2615,FailedLords,[1.05968508e-03 9.98369586e-01 4.03241392e-08 5.70689000e-04]
212,SuccessLords,[1.33789747e-22 3.43522747e-12 1.47163216e-08 9.99999985e-01]
2234,SuccessLords,[0.13325081 0.0199883  0.00404619 0.8427147 ]
2399,SuccessLords,[1.80845854e-11 1.13517954e-10 1.06561250e-10 1.00000000e+00]
1745,FailedLords,[6.49295844e-05 9.99924942e-01 1.62293509e-06 8.50506527e-06]
1751,SuccesCommons,[3.62160370e-33 4.66796883e-36 1.00000000e+00 1.14967026e-37]
2753,SuccessLords,[4.58962205e-21 6.54127656e-23 7.34686633e-05 9.99926531e-01]
512,FailedLords,[7.84756632e-03 8.85294240e-01 3.37378770e-07 1.06857857e-01]
567,SuccessLords,[3.30276974e-06 3.06393880e-05 2.88208272e-09 9.99966055e-01]
2522,SuccesCommons,[0.14489328 0.00242635 0.74223773 0.11044264]
1105,SuccessLords,[1.08541527e-02 7.83709355e-02 1.26212279e-08 9.10774899e-01]
535,SuccesCommons,[1.51982608e-12 2.28030440e-10 9.99999989e-01 1.11267792e-08]
212,SuccessLords,[1.33789747e-22 3.43522747e-12 1.47163216e-08 9.99999985e-01]
873,SuccessLords,[1.46278314e-07 5.91014630e-04 1.16870489e-04 9.99291969e-01]
455,SuccesCommons,[3.19326183e-57 1.92306506e-58 1.00000000e+00 2.18467868e-63]
922,SuccessLords,[3.21314494e-10 6.54831238e-14 1.80547217e-14 1.00000000e+00]
104,SuccessLords,[5.55599640e-06 3.60020121e-10 1.90876149e-11 9.99994444e-01]
377,SuccessLords,[2.68126973e-01 1.92865787e-01 2.99043060e-04 5.38708197e-01]
1139,SuccessLords,[0.00864803 0.0655155  0.04250254 0.88333393]
3120,SuccessLords,[6.82044157e-12 2.30867813e-14 4.69824649e-13 1.00000000e+00]
1889,SuccessLords,[7.30679016e-06 6.67363914e-14 1.45870735e-21 9.99992693e-01]
2305,SuccessLords,[6.37084248e-08 1.54148353e-14 3.38481459e-17 9.99999936e-01]
568,FailedCommons,[9.29921825e-01 2.30075226e-02 1.31618217e-06 4.70693363e-02]
1313,FailedCommons,[9.95495402e-01 5.80477755e-16 1.80338434e-11 4.50459822e-03]
1178,SuccessLords,[2.92433289e-07 4.96385430e-07 4.78618869e-11 9.99999211e-01]
3069,SuccesCommons,[0.0168761  0.32827167 0.62102354 0.0338287 ]
2760,SuccesCommons,[3.39440049e-31 1.52422924e-33 1.00000000e+00 1.42509928e-35]
2835,SuccesCommons,[1.27011444e-08 2.48503728e-07 9.99894994e-01 1.04744869e-04]
1140,SuccessLords,[3.08930185e-05 3.05062267e-05 7.29828353e-05 9.99865618e-01]
3069,SuccesCommons,[0.0168761  0.32827167 0.62102354 0.0338287 ]
748,SuccessLords,[6.96992100e-05 1.82304614e-12 2.67821091e-10 9.99930301e-01]
853,SuccesCommons,[4.84718399e-10 4.42029881e-08 9.99998602e-01 1.35349866e-06]
140,FailedCommons,[9.98348423e-01 5.84592212e-13 1.65102786e-03 5.49396245e-07]
2160,SuccessLords,[1.81731874e-09 7.10570507e-12 5.44587793e-14 9.99999998e-01]
2437,SuccessLords,[9.94552322e-05 2.76962928e-03 1.65535414e-10 9.97130915e-01]
2394,FailedCommons,[9.99999997e-01 3.47359532e-11 2.47231262e-13 2.89027273e-09]
565,FailedLords,[7.02799301e-03 8.38211914e-01 1.63409868e-06 1.54758459e-01]
1849,FailedLords,[0.39891293 0.53193116 0.0043669  0.06478901]
1135,SuccessLords,[9.13989724e-06 1.28133816e-03 2.71465850e-04 9.98438056e-01]
3340,SuccessLords,[1.92967949e-07 1.24326006e-06 9.11318679e-09 9.99998555e-01]
641,SuccesCommons,[5.91692005e-29 1.88600535e-29 1.00000000e+00 2.29343973e-32]
2738,FailedLords,[6.72172863e-05 9.61467634e-01 1.09019683e-02 2.75631806e-02]
2527,FailedCommons,[9.99458949e-01 5.96922960e-06 5.69824106e-13 5.35081924e-04]
3020,SuccessLords,[1.20910526e-16 3.28229643e-20 6.04433727e-09 9.99999994e-01]
291,SuccesCommons,[1.53471767e-58 1.29687432e-59 1.00000000e+00 2.32308622e-63]
2064,FailedCommons,[6.63288758e-01 7.49774264e-05 3.15030962e-06 3.36633114e-01]
983,SuccessLords,[3.11802194e-18 1.55007536e-14 1.02403165e-15 1.00000000e+00]
215,SuccessLords,[1.57353033e-22 9.40372567e-12 8.10089411e-09 9.99999992e-01]
1850,FailedCommons,[8.38961037e-01 1.01899162e-01 5.09125127e-09 5.91397961e-02]
1042,SuccessLords,[1.45226364e-08 4.57368044e-08 8.98723285e-13 9.99999940e-01]
372,SuccessLords,[7.93053558e-06 2.06535642e-05 2.26989571e-02 9.77272459e-01]
2389,SuccesCommons,[1.05988072e-08 1.13562884e-06 9.99994495e-01 4.35922094e-06]
541,SuccessLords,[1.12718048e-03 4.88302185e-01 8.96432686e-08 5.10570545e-01]
2250,FailedCommons,[9.51686160e-01 4.32190362e-02 6.66004488e-06 5.08814362e-03]
1090,SuccessLords,[9.63181659e-21 4.93166570e-12 2.98873125e-07 9.99999701e-01]
865,SuccessLords,[9.51055841e-09 3.71593133e-09 2.13900234e-07 9.99999773e-01]
1988,SuccessLords,[1.45557110e-01 2.50847010e-01 5.33952406e-12 6.03595880e-01]
680,SuccessLords,[1.36653686e-01 1.14805166e-02 1.45514054e-08 8.51865783e-01]
2251,SuccessLords,[1.97684410e-15 1.03733964e-25 1.12954798e-13 1.00000000e+00]
1473,SuccessLords,[4.07602663e-03 1.48778237e-03 2.86407792e-11 9.94436191e-01]
1360,SuccesCommons,[1.03016469e-11 1.55508841e-09 9.99999871e-01 1.27758943e-07]
2519,SuccessLords,[5.81106022e-08 1.16658996e-08 6.90869063e-05 9.99930843e-01]
2496,SuccesCommons,[1.49213648e-93 5.72147104e-95 1.00000000e+00 3.66331223e-97]
1952,FailedCommons,[0.65853191 0.02602367 0.03500717 0.28043724]
1895,SuccessLords,[0.00621474 0.02375438 0.47537484 0.49465604]
1550,FailedLords,[1.78150604e-02 9.73256825e-01 1.68331529e-08 8.92809784e-03]
259,SuccessLords,[5.37288026e-19 2.44533934e-14 2.20508110e-16 1.00000000e+00]
982,SuccessLords,[6.58777183e-06 1.73379496e-07 3.86025075e-09 9.99993235e-01]
817,SuccessLords,[9.82666756e-15 3.88545674e-18 4.08422331e-19 1.00000000e+00]
1011,SuccesCommons,[0.01727818 0.01356277 0.69041362 0.27874543]
212,SuccessLords,[1.33789747e-22 3.43522747e-12 1.47163216e-08 9.99999985e-01]
1095,SuccessLords,[6.63434243e-04 3.91992578e-02 1.57672072e-05 9.60121541e-01]
2058,SuccessLords,[2.57210348e-01 1.01714241e-04 3.38319055e-10 7.42687938e-01]
400,SuccessLords,[2.81438680e-02 7.19072528e-03 3.91180724e-08 9.64665368e-01]
1635,SuccessLords,[5.16462085e-08 1.91422263e-04 6.90837056e-06 9.99801618e-01]
450,SuccessLords,[4.02693859e-03 3.21875329e-01 1.15012074e-08 6.74097721e-01]
1700,SuccessLords,[2.70462135e-14 1.26916454e-09 9.86814697e-02 9.01318529e-01]
2255,SuccessLords,[6.26792927e-03 1.04754230e-05 4.80514886e-08 9.93721547e-01]
463,SuccesCommons,[3.28731340e-08 5.83948559e-07 9.99961614e-01 3.77689113e-05]
1282,SuccessLords,[5.91680383e-03 2.18888736e-02 8.60071894e-04 9.71334251e-01]
1121,FailedLords,[1.11295855e-03 9.48434035e-01 2.17419892e-04 5.02355865e-02]
197,SuccessLords,[4.04325512e-04 7.20259234e-04 2.25588913e-08 9.98875393e-01]
807,FailedLords,[1.41468463e-03 7.78725543e-01 1.21684119e-04 2.19738089e-01]
574,SuccessLords,[6.04499147e-06 1.42968427e-04 7.35747190e-12 9.99850987e-01]
219,SuccessLords,[1.09355491e-12 9.04909649e-08 2.21337125e-06 9.99997696e-01]
704,FailedLords,[1.64505405e-03 9.98141870e-01 2.74218584e-07 2.12801333e-04]
2811,SuccessLords,[1.50955665e-05 1.20816197e-05 1.00104799e-02 9.89962343e-01]
1721,SuccessLords,[1.60632973e-08 3.78272539e-08 1.51764302e-08 9.99999931e-01]
806,SuccesCommons,[2.67142376e-24 5.84501204e-23 1.00000000e+00 8.61739988e-18]
1071,SuccesCommons,[1.48825902e-40 1.25240697e-42 1.00000000e+00 2.93530165e-44]
218,SuccessLords,[1.07950823e-11 3.57659729e-07 7.27301472e-05 9.99926912e-01]
1375,FailedLords,[0.00090765 0.65426837 0.00069276 0.34413121]
212,SuccessLords,[1.33789747e-22 3.43522747e-12 1.47163216e-08 9.99999985e-01]
2060,FailedCommons,[9.62336434e-01 2.73968679e-04 5.90861058e-08 3.73895385e-02]
2306,SuccesCommons,[5.13840312e-11 9.93513431e-11 9.99999995e-01 4.92002090e-09]
1984,SuccessLords,[2.15635514e-01 2.18160204e-02 8.38369630e-05 7.62464629e-01]
1498,SuccessLords,[2.05706831e-03 3.07876408e-06 2.97847967e-10 9.97939853e-01]
1676,SuccesCommons,[4.85721707e-16 1.17455381e-11 5.94429606e-01 4.05570394e-01]
2641,SuccessLords,[2.49207188e-03 1.16478442e-02 2.17298818e-05 9.85838354e-01]
2497,FailedCommons,[9.90272516e-01 9.72747900e-03 2.63845820e-11 4.79927995e-09]
339,FailedLords,[6.18922191e-13 9.99999965e-01 3.35404407e-08 1.40530642e-09]
1744,FailedLords,[7.31125019e-02 6.14233421e-01 9.06286093e-09 3.12654068e-01]
537,SuccesCommons,[2.03036635e-10 1.72027329e-09 9.99999888e-01 1.10416369e-07]
993,SuccessLords,[6.41026551e-08 3.60826593e-09 1.73656302e-10 9.99999932e-01]
1721,SuccessLords,[1.60632973e-08 3.78272539e-08 1.51764302e-08 9.99999931e-01]
1300,SuccessLords,[9.87392045e-06 8.84942045e-03 2.45187637e-01 7.45953068e-01]
2781,SuccessLords,[5.33267918e-04 7.55587510e-02 4.57780268e-16 9.23907981e-01]
2381,FailedCommons,[9.99933694e-01 4.37861690e-07 8.04531342e-14 6.58683635e-05]
765,SuccessLords,[1.35534866e-10 3.23419322e-04 3.75548417e-12 9.99676581e-01]
3041,SuccessLords,[0.01232652 0.34210142 0.17469322 0.47087884]
222,FailedCommons,[9.77493299e-01 1.55417987e-05 1.99968965e-13 2.24911589e-02]
2912,SuccessLords,[1.14145498e-06 1.57970782e-07 5.92142684e-07 9.99998108e-01]
1235,FailedLords,[1.07737526e-01 8.91722604e-01 2.78500044e-10 5.39869146e-04]
2593,SuccesCommons,[4.33746598e-06 2.87161334e-11 9.99982632e-01 1.30302644e-05]
1566,SuccesCommons,[3.92602207e-12 4.75751213e-11 9.99999984e-01 1.63332553e-08]
1970,SuccesCommons,[3.57083454e-09 2.70652006e-07 9.99941846e-01 5.78802343e-05]
280,SuccessLords,[2.43119351e-10 3.33737096e-01 6.28273073e-10 6.66262903e-01]
2264,SuccessLords,[6.91197797e-09 1.24515933e-13 1.60673439e-09 9.99999991e-01]
3187,FailedLords,[0.00573858 0.97832599 0.01256124 0.00337418]
2899,SuccessLords,[3.01180402e-02 2.43126391e-02 4.16707462e-10 9.45569320e-01]
2923,FailedCommons,[9.64881146e-01 1.90413820e-03 2.62599920e-06 3.32120901e-02]
2274,SuccesCommons,[1.75504826e-36 4.23909083e-39 1.00000000e+00 1.96233476e-41]
2062,FailedCommons,[8.74252832e-01 1.96915137e-04 2.96565977e-02 9.58936556e-02]
542,SuccessLords,[4.68450234e-02 7.16864079e-03 1.46238675e-11 9.45986336e-01]
215,SuccessLords,[1.57353033e-22 9.40372567e-12 8.10089411e-09 9.99999992e-01]
1749,SuccessLords,[2.71001257e-07 9.47258196e-05 7.20633491e-03 9.92698668e-01]
2700,SuccessLords,[1.19217312e-03 2.13071462e-08 1.37929844e-12 9.98807806e-01]
2860,SuccesCommons,[8.98065025e-24 5.54664183e-19 1.00000000e+00 3.25466394e-12]
960,SuccesCommons,[2.88718261e-36 6.74339971e-39 1.00000000e+00 1.41867758e-39]
573,SuccesCommons,[1.17386732e-10 2.72228033e-07 9.99999728e-01 4.63767599e-13]
1861,SuccessLords,[2.74249915e-11 2.59337647e-11 8.18592197e-10 9.99999999e-01]
2835,SuccesCommons,[1.27011444e-08 2.48503728e-07 9.99894994e-01 1.04744869e-04]
215,SuccessLords,[1.57353033e-22 9.40372567e-12 8.10089411e-09 9.99999992e-01]
381,SuccessLords,[0.02109476 0.25041925 0.00239265 0.72609334]
1800,SuccessLords,[2.50537469e-08 2.83046648e-13 3.11822355e-12 9.99999975e-01]
1218,FailedLords,[3.16127576e-02 9.10393855e-01 4.51985469e-09 5.79933830e-02]
1501,SuccessLords,[9.71837257e-15 5.48199141e-26 6.34932354e-11 1.00000000e+00]
371,SuccesCommons,[7.93894422e-21 1.31554606e-18 1.00000000e+00 5.83146855e-16]
3215,FailedLords,[4.68195638e-02 9.32410985e-01 9.80751652e-06 2.07596439e-02]
1410,SuccessLords,[7.81449110e-09 1.93788808e-13 5.97078930e-07 9.99999395e-01]
188,FailedCommons,[9.97896114e-01 8.54394863e-05 1.34962094e-03 6.68825494e-04]
2774,FailedLords,[1.13479238e-04 9.99874078e-01 1.08215186e-07 1.23350082e-05]
1745,FailedLords,[6.49295844e-05 9.99924942e-01 1.62293509e-06 8.50506527e-06]
495,SuccessLords,[7.14938695e-07 3.88146821e-12 7.52384701e-09 9.99999278e-01]
1599,FailedCommons,[7.83013705e-01 3.41079919e-04 6.26987216e-08 2.16645153e-01]
426,SuccesCommons,[4.21039439e-05 5.59888965e-05 9.99298953e-01 6.02954565e-04]
2015,SuccesCommons,[2.64679260e-37 7.34472539e-40 1.00000000e+00 4.14864874e-42]
2801,SuccessLords,[1.02649629e-09 3.96837414e-12 1.02403511e-19 9.99999999e-01]
1272,SuccessLords,[5.08894411e-10 1.85327551e-17 2.26682042e-14 9.99999999e-01]
1760,SuccesCommons,[1.86206614e-11 8.42050754e-10 9.99999906e-01 9.29667091e-08]
2911,FailedCommons,[7.65612747e-01 1.88406839e-05 1.86033333e-13 2.34368412e-01]
2863,FailedLords,[3.67330145e-03 8.97590402e-01 3.48063426e-10 9.87362965e-02]
1337,SuccessLords,[3.33400114e-04 8.70564130e-04 9.00980216e-03 9.89786234e-01]
1026,SuccessLords,[4.29104222e-02 8.14830350e-04 8.19149766e-05 9.56192832e-01]
1954,FailedLords,[4.98079906e-01 4.99410508e-01 1.97422585e-04 2.31216345e-03]
202,SuccessLords,[3.11838457e-16 7.98166921e-16 5.80252415e-09 9.99999994e-01]
2914,SuccessLords,[2.39848784e-03 7.69492279e-04 1.70884719e-13 9.96832020e-01]
533,SuccessLords,[1.56092062e-03 2.84726247e-04 2.26472340e-09 9.98154351e-01]
1555,SuccesCommons,[8.57602535e-35 1.29606940e-37 1.00000000e+00 1.38952368e-39]
1352,SuccesCommons,[2.95487122e-14 1.12070608e-11 1.00000000e+00 1.13450322e-14]
2076,SuccessLords,[3.78140915e-05 2.24782045e-03 7.25913502e-13 9.97714365e-01]
219,SuccessLords,[1.09355491e-12 9.04909649e-08 2.21337125e-06 9.99997696e-01]
2145,FailedCommons,[9.98251280e-01 1.42100106e-03 5.09168224e-08 3.27667905e-04]
3015,SuccessLords,[7.59330594e-14 1.22275992e-17 4.89288335e-12 1.00000000e+00]
2181,SuccesCommons,[2.48581511e-13 9.76813939e-11 9.99999990e-01 1.03745514e-08]
2063,SuccessLords,[1.59259699e-06 2.58198470e-06 3.52837354e-15 9.99995825e-01]
3196,FailedCommons,[7.71497059e-01 2.91981871e-02 6.46047666e-05 1.99240150e-01]
