id,predicted_class,doc_probs
2519,SuccessLords,[-98.25730896 -99.86298707 -99.45635394 -81.59646041]
2496,SuccesCommons,[-386.30542185 -389.56657506 -178.35733092 -394.61760348]
1952,FailedCommons,[-46.04357424 -49.27458071 -51.23369187 -46.89723725]
1895,SuccessLords,[-53.18954839 -51.84870494 -50.85499826 -48.81260918]
1550,FailedLords,[-32.81160134 -28.81099754 -48.46202701 -33.50244217]
259,SuccessLords,[-322.1214768  -311.39573156 -330.41533217 -280.05372416]
982,SuccessLords,[-60.55706199 -64.19454964 -70.97277611 -48.62677337]
817,SuccessLords,[-123.59819883 -131.43381344 -136.92882949  -91.34452231]
1011,SuccessLords,[-37.22837025 -37.47048611 -36.36545832 -34.44751567]
212,SuccessLords,[-88.45250604 -64.4836713  -53.91900574 -38.08673335]
1095,SuccessLords,[-45.41569772 -41.33671437 -47.13486337 -38.13831231]
2058,SuccessLords,[-103.91641166 -111.75189383 -132.4780692  -102.85602993]
400,SuccessLords,[-63.20290867 -64.56744612 -86.73454288 -59.66845689]
1635,SuccessLords,[-62.23043112 -54.01261084 -60.97662405 -45.45178047]
450,SuccessLords,[-72.37468363 -67.99352577 -86.53991627 -67.25431498]
1700,SuccessLords,[-158.96990018 -148.21357779 -137.74338184 -127.83256735]
2255,SuccessLords,[-67.74197277 -74.13614225 -81.31686839 -62.67596178]
463,SuccesCommons,[-82.22508753 -79.34793036 -59.74799127 -75.17850166]
1282,SuccessLords,[-119.25597489 -117.94779284 -134.00769289 -114.15510066]
1121,FailedLords,[-62.13722824 -55.38943783 -76.33884957 -58.3275264 ]
197,SuccessLords,[-64.25665276 -63.67926184 -77.2172404  -56.44448772]
807,FailedLords,[-63.76913457 -57.45838253 -66.72721605 -58.72360486]
574,SuccessLords,[ -82.99925981  -79.83586607 -103.1711684   -70.98312835]
219,SuccessLords,[-74.27049679 -62.94692527 -57.24397958 -46.72891175]
704,FailedLords,[-48.45881367 -42.05069149 -59.09104151 -50.50398316]
2811,SuccesCommons,[-118.85405206 -119.07676789 -107.11558579 -107.76303097]
1721,SuccessLords,[-71.9002332  -71.04374036 -74.5201744  -53.95350443]
806,SuccesCommons,[-108.38573279 -105.30017061  -45.49131862  -93.3990504 ]
1071,SuccesCommons,[-146.63092166 -151.40863157  -55.76620713 -155.1620588 ]
218,SuccessLords,[-67.58100949 -57.17276284 -48.43384732 -42.32915215]
1375,FailedLords,[-80.80932239 -74.22890741 -77.28552738 -74.87140201]
212,SuccessLords,[-88.45250604 -64.4836713  -53.91900574 -38.08673335]
2060,FailedCommons,[-52.34228996 -60.50639556 -73.31223415 -55.59026312]
2306,SuccesCommons,[-101.45868355 -100.79934851  -70.84023016  -96.89694294]
1984,SuccessLords,[-44.71405158 -47.00499654 -56.52351188 -43.45108501]
1498,SuccessLords,[-67.59912355 -74.10363241 -87.85624694 -61.41471237]
1676,SuccessLords,[-116.37867995 -106.2853318   -82.54213038  -82.02024494]
2641,SuccessLords,[-51.03488332 -49.49287666 -52.57685731 -45.05450537]
2497,FailedCommons,[-30.536073   -35.1590984  -57.96119794 -49.68109783]
339,FailedLords,[-74.42496918 -46.31417239 -62.93436263 -66.69718282]
1744,FailedLords,[-67.54635492 -65.41797927 -90.76755761 -66.09325693]
537,SuccesCommons,[-90.41666755 -88.27981553 -62.56386186 -84.11804031]
993,SuccessLords,[-114.37340639 -117.25066487 -127.09222292  -97.81062641]
1721,SuccessLords,[-71.9002332  -71.04374036 -74.5201744  -53.95350443]
1300,SuccesCommons,[-85.47474546 -78.67653519 -72.27167162 -74.24222447]
2781,SuccessLords,[ -80.09305957  -75.13941773 -105.27377293  -72.63571577]
2381,FailedCommons,[-58.90129191 -73.54258836 -96.36202088 -68.52907791]
765,SuccessLords,[ -93.89849931  -79.21326798 -102.97143468  -71.17703059]
3041,SuccessLords,[-52.11425882 -48.79090454 -51.7506001  -48.47141094]
222,FailedCommons,[ -92.26042626 -103.30963989 -129.40349691  -96.0322954 ]
2912,SuccessLords,[-69.7692557  -71.74690463 -74.62741322 -56.08605078]
1235,FailedLords,[-22.96597868 -20.85252153 -37.05735038 -28.26210512]
2593,SuccesCommons,[-68.61717991 -80.54252167 -66.9327003  -67.51719554]
1566,SuccesCommons,[-104.84252611 -102.34784287  -72.32092922  -96.50919432]
1970,SuccesCommons,[-101.19940156  -96.87136701  -77.01780076  -91.50606967]
280,SuccessLords,[-122.31369806 -101.27363115 -118.4004274  -100.58230036]
2264,SuccessLords,[-105.41130951 -116.33564223 -110.90001391  -86.62129952]
3187,FailedLords,[-113.72189176 -108.58326094 -108.99474203 -114.25295033]
2899,SuccessLords,[-39.61923344 -39.83336143 -59.57638953 -36.17257057]
2923,FailedCommons,[-60.51031122 -66.73828663 -83.34181773 -63.87940218]
2274,SuccesCommons,[-124.48698792 -130.51289074  -41.40164637 -135.88827477]
2062,FailedCommons,[-88.45907201 -96.85742405 -98.55672384 -90.6692018 ]
542,SuccessLords,[-61.75503713 -63.63216584 -89.18935895 -58.74965378]
215,SuccessLords,[-90.86342599 -66.04979082 -57.42035658 -40.65987567]
1749,SuccessLords,[-49.17476958 -43.31815115 -42.11565593 -34.06095532]
2700,SuccessLords,[ -91.08256041 -102.01480625 -110.73829872  -84.35177583]
2860,SuccesCommons,[-126.09590232 -115.06485648  -78.31055061  -99.47986446]
960,SuccesCommons,[-130.87543199 -136.93490422  -49.98744338 -138.49374326]
573,FailedLords,[-86.52796309 -78.77904162 -90.49429767 -92.06180869]
1861,SuccessLords,[-107.41989218 -107.4758011  -116.40694153  -83.10032576]
2835,SuccesCommons,[-94.29627033 -91.32250458 -70.3594904  -85.27867957]
215,SuccessLords,[-90.86342599 -66.04979082 -57.42035658 -40.65987567]
381,SuccessLords,[-64.38459485 -61.91048309 -70.05971789 -60.84594101]
1800,SuccessLords,[ -87.40207684  -98.79299908 -102.99032717  -69.89983442]
1218,FailedLords,[-57.44716073 -54.08684418 -76.35978399 -56.84039258]
1501,SuccessLords,[-132.95809045 -158.85907621 -133.54360688 -100.69333223]
371,SuccesCommons,[-109.42812002 -104.3178932   -52.84622772  -98.22370598]
3215,FailedLords,[-28.37525826 -25.38378571 -38.87500818 -29.1885485 ]
1410,SuccessLords,[-113.87272528 -124.47744674 -113.75377395  -95.20543989]
188,FailedCommons,[-50.51712858 -59.88272467 -65.69908525 -57.82500986]
2774,FailedLords,[-34.96034178 -25.87657705 -45.99728027 -37.17952026]
1745,FailedLords,[ -93.28713601  -83.64500388 -108.66404404  -95.31977747]
495,SuccessLords,[ -93.22946438 -105.35320297 -106.56553331  -79.07839606]
1599,FailedCommons,[-48.42907715 -56.16786581 -69.71870928 -49.71396657]
426,SuccessLords,[-48.62721856 -48.34220659 -49.15924152 -45.96551813]
2015,SuccesCommons,[-127.94592814 -133.83304956  -43.64371469 -139.00941949]
2801,SuccessLords,[-161.73582854 -167.29137869 -185.70932795 -141.03871405]
1272,SuccessLords,[-128.42602893 -145.55424033 -141.96599711 -107.02724837]
1760,SuccesCommons,[-99.28549632 -95.47392782 -68.96754365 -90.76977136]
2911,FailedCommons,[ -82.10642235  -92.71883555 -108.14247925  -83.29020455]
2863,FailedLords,[-82.79318237 -77.29455936 -98.61375971 -79.50182058]
1337,SuccessLords,[-79.4578146  -78.49801649 -77.3629641  -71.46191364]
1026,SuccessLords,[-55.15891204 -59.12280212 -63.03849258 -52.05506718]
1954,FailedLords,[-65.3583032  -65.3556353  -77.12683137 -70.73088007]
202,SuccessLords,[-141.63409432 -140.69426186 -135.05464249 -105.93004794]
2914,SuccessLords,[-60.46203089 -61.59889373 -85.34369878 -54.4322871 ]
533,SuccessLords,[ -86.27168184  -87.97318473 -104.01531824  -79.81104971]
1555,SuccesCommons,[-125.60774517 -132.10254977  -47.43405885 -136.63809509]
1352,SuccesCommons,[-103.26050614  -97.32224702  -61.56186034 -104.21776635]
2076,SuccessLords,[ -79.99754503  -75.91251052 -100.69784308  -69.81700455]
219,SuccessLords,[-74.27049679 -62.94692527 -57.24397958 -46.72891175]
2145,FailedCommons,[-45.19913382 -51.75377725 -65.5878834  -53.22089352]
3015,SuccessLords,[ -97.13653097 -105.87044278  -97.09608432  -66.92760673]
2181,SuccesCommons,[-116.60854787 -110.63485229  -80.43551032 -105.96945228]
2063,SuccessLords,[-75.86932208 -75.38612972 -95.22459747 -62.5191817 ]
3196,FailedCommons,[-39.04166967 -42.31589591 -51.88476796 -40.39549165]
219,SuccessLords,[-74.27049679 -62.94692527 -57.24397958 -46.72891175]
3014,SuccesCommons,[ -99.53321566 -104.46253343  -34.92651986 -109.31587089]
3352,SuccesCommons,[ -96.32133828 -102.52156294  -72.84337839  -95.54278808]
2360,SuccesCommons,[-356.32319428 -358.84608805 -151.29059509 -364.89111429]
3060,SuccesCommons,[-107.36157623 -104.98264362  -81.89354791  -99.17015947]
697,SuccessLords,[-71.35389897 -68.24878393 -75.06173305 -58.97404702]
609,SuccessLords,[-74.98997645 -57.74352513 -85.15664844 -57.25541506]
1683,SuccesCommons,[-114.04448451 -106.63489291  -80.15618306 -103.18107683]
1206,FailedLords,[-50.22711976 -42.63770415 -67.20427668 -57.1714295 ]
207,SuccessLords,[-103.67124726 -105.2781821   -92.51924405  -83.14442983]
359,SuccessLords,[-82.95557927 -81.41607504 -80.08617852 -76.66948716]
215,SuccessLords,[-90.86342599 -66.04979082 -57.42035658 -40.65987567]
1537,SuccesCommons,[-125.7365527  -119.13005174  -75.92864718 -113.4239631 ]
1632,FailedCommons,[-50.47711745 -50.53861618 -62.606491   -56.15696634]
1598,SuccessLords,[ -83.39228902  -78.50615113 -103.97048064  -78.27743494]
1140,SuccessLords,[-100.71876516 -100.73136457 -104.31333069  -90.33391922]
218,SuccessLords,[-67.58100949 -57.17276284 -48.43384732 -42.32915215]
1389,SuccessLords,[ -83.44826576  -87.48376473 -111.05682967  -82.6676887 ]
220,SuccessLords,[-97.44800221 -89.58170222 -98.41203915 -73.78847401]
971,SuccesCommons,[-96.32982722 -91.23657995 -66.03883121 -87.80120612]
932,SuccessLords,[-79.44343204 -72.02178892 -75.5631615  -67.7675663 ]
1205,SuccessLords,[-104.32159176 -114.33521423 -119.6148051   -88.46033068]
1888,SuccessLords,[-87.96638158 -83.56986921 -82.13583317 -77.81369641]
2073,FailedCommons,[-66.40351195 -83.72718254 -76.67670693 -73.25468365]
3022,SuccessLords,[-141.91144643 -138.13551385 -136.26050883 -112.06239692]
1313,FailedCommons,[-61.77676216 -96.85492758 -86.58786455 -67.17490396]
219,SuccessLords,[-74.27049679 -62.94692527 -57.24397958 -46.72891175]
1773,SuccessLords,[-121.97543052 -122.34094923 -126.48645008 -113.16500179]
1112,SuccessLords,[-61.89083463 -59.84400589 -67.2813817  -53.26283835]
1527,SuccesCommons,[-64.43800865 -64.13491281 -40.99646535 -62.69412944]
2521,FailedLords,[-86.82305321 -85.38161305 -96.86208833 -86.70919578]
3023,SuccessLords,[-117.37797748 -109.53327562 -103.99551727  -98.45317865]
548,SuccessLords,[-87.77452206 -88.02258877 -82.00014156 -77.33668537]
3200,SuccessLords,[-45.76781699 -43.14009807 -68.6444056  -41.81153295]
341,SuccesCommons,[-198.3723383  -194.66216911  -99.97272469 -193.57154692]
208,SuccessLords,[-100.01160015  -84.06756569  -81.01183187  -60.75656095]
2519,SuccessLords,[-98.25730896 -99.86298707 -99.45635394 -81.59646041]
365,SuccesCommons,[-89.84898202 -85.33551186 -57.74705957 -81.83094787]
2783,SuccessLords,[-130.54780519 -124.73916502 -146.32475116 -121.61632261]
1916,SuccesCommons,[-108.10456935 -104.09296603  -94.52551727  -96.22924718]
380,SuccessLords,[-61.98123526 -61.4206155  -67.37454346 -54.87831901]
1357,FailedCommons,[ -92.71183982  -98.21137316 -118.43708426  -94.78646748]
447,SuccessLords,[-44.00491644 -43.14551307 -58.06775422 -40.2644411 ]
830,SuccessLords,[-81.84493796 -78.2529611  -88.66438104 -73.96944573]
2730,SuccessLords,[-94.8678458  -95.02191244 -89.25200552 -78.03533499]
692,FailedLords,[-35.61910288 -32.43815124 -45.5642885  -34.72151913]
137,SuccessLords,[-67.3124695  -63.34392084 -71.52303213 -59.23392582]
3142,FailedLords,[-58.00796994 -50.49166828 -55.14739883 -53.51881735]
791,SuccessLords,[-74.55159914 -73.9915905  -67.66919441 -61.22902846]
1360,SuccesCommons,[-99.69185708 -94.67487318 -68.93093308 -90.26626035]
3414,FailedLords,[-95.55598331 -91.68695687 -93.80878819 -94.20558653]
1135,SuccessLords,[-83.33859066 -78.39557956 -86.86989889 -71.73729241]
