id,predicted_class,doc_probs
287,SuccessLords,[-6.45687214 -6.53944026 -8.46314095 -2.81201757]
210,SuccessLords,[-104.42052692  -90.17686363 -113.81780971  -43.63597939]
1086,SuccessLords,[ -7.29467239  -8.716316   -10.72458179  -2.17926125]
2865,SuccessLords,[ -79.92666544  -72.46076091 -104.36480912  -59.33929744]
545,SuccessLords,[-62.70480392 -60.58507483 -78.73207386 -36.82702728]
2524,SuccessLords,[-67.33495065 -58.01143106 -85.80635376 -27.95588708]
1585,SuccessLords,[-74.5539742  -92.64757572 -98.73859137 -54.79404287]
243,SuccessLords,[-71.6241603  -70.13531268 -91.50802998 -54.37231809]
2877,SuccessLords,[-91.27614271 -78.63905427 -98.04897097 -55.43654688]
1930,SuccessLords,[-154.53658625 -141.5877205  -174.54297951  -79.75373583]
1111,SuccessLords,[-81.25226401 -74.89891162 -98.51238069 -39.98164056]
205,SuccessLords,[-121.12019787  -79.13895108 -132.65107218  -44.47743318]
206,SuccessLords,[-124.3045957   -97.10470228 -100.02908328  -32.35243394]
206,SuccessLords,[-124.3045957   -97.10470228 -100.02908328  -32.35243394]
1377,SuccessLords,[-167.09131312 -174.23889656 -223.73890108 -106.96830951]
1696,SuccessLords,[-72.72634833 -75.71445788 -92.3516873  -48.62668579]
799,SuccessLords,[-116.17406633  -98.91913501 -127.14752421  -46.75315939]
1574,SuccessLords,[-86.05498176 -73.83954805 -91.3296796  -54.71155999]
210,SuccessLords,[-104.42052692  -90.17686363 -113.81780971  -43.63597939]
1719,SuccessLords,[-151.28369655 -152.36642699 -174.77925339  -47.56374043]
1930,SuccessLords,[-154.53658625 -141.5877205  -174.54297951  -79.75373583]
1098,SuccessLords,[-60.50003131 -51.73230828 -69.97478669 -38.0207428 ]
2468,SuccessLords,[-66.83171835 -64.89620769 -88.68511032 -50.67478638]
1720,SuccessLords,[-145.65867696 -131.17942228 -150.38762863  -72.68163228]
361,SuccessLords,[-66.81420035 -69.64964661 -95.8820163  -35.98379659]
1996,SuccessLords,[-92.19300538 -93.6900266  -96.73671732 -62.77607578]
1584,SuccessLords,[ -75.97015378  -79.27092354 -102.89634275  -44.44047302]
205,SuccessLords,[-121.12019787  -79.13895108 -132.65107218  -44.47743318]
815,SuccessLords,[-100.45214345  -85.49693741  -95.24999285  -68.57904081]
563,SuccessLords,[ -95.08111375  -89.5882159  -105.48137002  -45.50247491]
216,SuccessLords,[ -90.84785741  -91.41063302 -111.01236233  -36.70547398]
1171,SuccessLords,[-118.45223202 -151.32778899 -158.44744461  -62.47718254]
547,SuccessLords,[-41.25917898 -43.63060853 -61.00353103 -34.087109  ]
210,SuccessLords,[-104.42052692  -90.17686363 -113.81780971  -43.63597939]
2572,FailedLords,[-43.68536886 -25.86898255 -60.48322993 -27.86961547]
1280,SuccessLords,[-36.29379438 -35.99819508 -53.92341553 -31.19892327]
741,SuccessLords,[-60.92136793 -55.48013146 -74.17568642 -43.84538272]
2525,SuccessLords,[-20.77486941 -15.9991972  -23.14023905 -11.3203762 ]
564,SuccessLords,[-170.64459544 -186.35716258 -205.07675438 -117.3932538 ]
216,SuccessLords,[ -90.84785741  -91.41063302 -111.01236233  -36.70547398]
