Bill Id,Long Title,Short Title,Origin_House,Status,SessionID
3894,A Bill to make new provision for the regulation and management of the General Cemetery Company upon its registration under the Companies Act 2006; to permit the transfer of the ownership and management of Kensal Green Cemetery and West London Crematorium to a charity; and to confer powers upon the General Cemetery Company to extinguish rights of burial and disturb human remains in Kensal Green Cemetery for the purpose of increasing the space for interments; and for connected purposes.,General Cemetery Bill [HL],Lords,1,39
3899,"Establish a close season, from the start of February to the end of September, during which the killing or taking of hares is prohibited; repeal the seasonal prohibition of the sale of hares in the Hares Preservation Act 1892; and for connected purposes.",Hares (Close Season) Bill [HL],Lords,1,39
3756,A bill to require parents who choose to home-educate their children to register with the local authority; to make provision about the maintenance of registers by local authorities of children in their area who are not full-time pupils at any school; to make provision about support by local authorities to promote the education and safeguarding of such children; and for connected purposes.,Home School Education Registration and Support Bill [HL],Lords,1,39
3770,A Bill to make provision for the appointment of a Commission to advise the Prime Minister on recommendations to the Crown for the creation of life peerages; to establish principles to be followed in making recommendations; and for connected purposes.,House of Lords (Peerage Nominations) Bill [HL],Lords,1,39
3753,"A Bill to make provision for a resentencing exercise in relation to all Imprisonment for Public Protection (IPP) sentenced individuals; to establish a time-limited expert committee, including a member of the judiciary, to advise on the practical implementation of such an exercise; and for connected purposes.",Imprisonment for Public Protection (Re-sentencing) Bill [HL],Lords,1,39
3772,"A bill to transfer the functions of the Institute for Apprenticeships and Technical Education, and its property, rights and liabilities, to the Secretary of State; to abolish the Institute; and to make amendments relating to the transferred functions.",Institute for Apprenticeships and Technical Education (Transfer of Functions etc) Bill [HL],Lords,1,39
3757,A Bill to make provision about listed investment companies; the classification and characteristics of those companies; and for connected purposes.,Listed Investment Companies (Classification etc) Bill [HL],Lords,1,39
3742,"A Bill to make provision regarding the safe storage, use and disposal of lithium-ion batteries; and for connected purposes.",Lithium-ion Battery Safety Bill [HL],Lords,1,39
3897,"A Bill to repeal and re-enact certain enactments relating to the Malvern Hills Conservators and 
the management of the Malvern Hills, to reconstitute and rename those Conservators 
as the Malvern Hills Trust and to confer further powers on the Malvern Hills Trust, to 
make further provision in relation to the Malvern Hills, and for other purposes.",Malvern Hills Bill [HL],Lords,1,39
3745,A Bill to regulate and limit the practice of bottom trawling in marine protected areas; and for connected purposes.,Marine Protected Areas (Bottom Trawling) Bill [HL],Lords,1,39
3884,A Bill to make provision to amend the Mental Health Act 1983 in relation to mentally disordered persons; and for connected purposes.,Mental Health Bill [HL],Lords,1,39
3928,"A Bill to make provision for establishing a new government Ministry, the Ministry for Poverty Prevention; to make provision for the objectives and powers of that Ministry; to make provision that the Ministry can only be abolished or combined with another department by an Act of Parliament; to make provision for reporting requirements on the Ministry’s work; to make provision for a power to create binding poverty reduction targets; to make provision for a reporting system for all government spending in relation to poverty; and for connected purposes.",Ministry for Poverty Prevention Bill [HL],Lords,1,39
3768,"A Bill to establish an inquiry into the events surrounding the creation of mortgage prisoners, their consequences and any other relevant matters; and for connected purposes.",Mortgage Prisoners Inquiry Bill [HL],Lords,1,39
3759,"A Bill to create offences relating to the taking of a non-consensual sexually explicit photograph or film; and the creation of, or solicitation to create, a non-consensual digitally produced sexually explicit photograph or film; and for connected purposes.",Non-Consensual Sexually Explicit Images and Videos (Offences) Bill [HL],Lords,1,39
3895,A Bill to make provision for the relocation of Norwich Livestock Market; and for connected purposes.,Norwich Livestock Market Bill [HL],Lords,1,39
3771,A Bill to make provision in connection with the recognition of the State of Palestine.,Palestine Statehood (Recognition) Bill [HL],Lords,1,39
3761,A Bill to make provision to extend permitted development rights to allow householders to improve and extend their residential properties; and for connected purposes.,Permitted Development Rights (Extension) Bill [HL],Lords,1,39
3752,A Bill to make provision about the marketing or use of products in the United Kingdom; about units of measurement and the quantities in which goods are marketed in the United Kingdom; and for connected purposes.,Product Regulation and Metrology Bill [HL],Lords,1,39
3766,A Bill to make provision about the types of things that are capable of being objects of personal property rights.,Property (Digital Assets etc) Bill [HL],Lords,1,39
3760,A Bill to regulate the use of automated and algorithmic tools in decision-making processes in the public sector; to require public authorities to complete an impact assessment of automated and algorithmic decision-making systems; to ensure the adoption of transparency standards for such systems; and for connected purposes.,Public Authority Algorithmic and Automated Decision-Making Systems Bill [HL],Lords,1,39
3924,A Bill to make provision about mechanisms for promoting and protecting standards of integrity and ethics in the public service; to make provision about appointments to the House of Lords and the House of Lords Appointments Commission; and for connected purposes.,"Public Service (Ethics, Integrity and Independence) Bill [HL]",Lords,1,39
3747,A Bill to make provision for leave to enter or remain in the United Kingdom to be granted to the family members of refugees and of people granted humanitarian protection; to provide for legal aid to be made available in such cases; and for connected purposes.,Refugees (Family Reunion) Bill [HL],Lords,1,39
3743,A Bill to mandate those providing and carrying out regulated or other activities with responsibility for the care of children to report known and suspected child sexual abuse; to protect mandated reporters from detriment; to create a criminal offence of failing to report prescribed concerns; and for connected purposes.,Regulated and Other Activities (Mandatory Reporting of Child Sexual Abuse) Bill [HL],Lords,1,39
3934,"A bill to amend the Road Traffic Act 1988, the Road Traffic Offenders Act 1988 and the Vehicle Excise and Registration Act 1994 to regulate cycling.",Regulation of Cycling Bill [HL],Lords,1,39
3911,"A bill to amend the Road Traffic Act 1988 and the Road Traffic Offenders Act 1988 to create criminal offences relating to dangerous, careless or inconsiderate cycling and cycling without compulsory insurance, in particular applying to pedal cycles, electrically assisted pedal cycles and electric scooters; to publish an annual report on cycling offences; and to require a review of the impact of the dangerous use of electric scooters on other road users.",Road Traffic Offences (Cycling) Bill [HL],Lords,1,39
3381,A Bill to amend certain provisions of the Royal Albert Hall Act 1966 relating to the annual contribution payable by the Members of the Corporation towards the general purposes of the Royal Albert Hall; to make further provision regarding the exclusion of the Members from the hall.,Royal Albert Hall Bill [HL],Lords,1,37
3874,A bill to make provision to require every school to have access to a qualified mental health professional; and for connected purposes.,Schools (Mental Health Professionals) Bill [HL],Lords,1,39
3748,A Bill to amend the Statutory Instruments Act 1946; to make provision for the conditional amendment of statutory instruments; and for connected purposes.,Statutory Instruments (Amendment) Bill [HL],Lords,1,39
3773,A Bill to amend the definition of still-birth to apply from 20 weeks into a pregnancy; and for connected purposes.,Still-Birth (Definition) Bill [HL],Lords,1,39
3740,"A Bill to make provision for and in connection with the making available of information about support available for infants, parents and carers of infants, and prospective parents and carers, including reporting requirements relating to such support; and for connected purposes.",Support for Infants and Parents etc (Information) Bill [HL],Lords,1,39
3763,A Bill to equalise the amount of the standard allowance included in an award of universal credit to which a claimant who has left care is entitled with the amount of that allowance to which a claimant aged 25 or over is entitled; and for connected purposes.,Universal Credit (Standard Allowance Entitlement of Care Leavers) Bill [HL],Lords,1,39
3754,"A Bill to support women in UK-sponsored and supported conflict prevention, peace processes, mediation and diplomatic delegations; to ensure systematic gender consideration and responsiveness in UK foreign and defence policy; and for connected purposes.","Women, Peace and Security Bill [HL]",Lords,1,39
3554,A Bill to lower the gestational time limit for abortion from twenty-four weeks to twenty-two weeks.,Abortion (Gestational Time Limit Reduction) Bill [HL],Lords,1,38
3518,A Bill to amend the Alternative Investment Fund Managers Regulations 2013 to remove Listed Investment Companies from Alternative Investment Fund designation; to make related changes to other relevant legislation; and for connected purposes.,Alternative Investment Fund Designation Bill [HL],Lords,1,38
3515,To amend the Arbitration Act 1996.,Arbitration Bill [HL],Lords,1,38
3519,A Bill to make provision for the regulation of Artificial Intelligence; and for connected purposes.,Artificial Intelligence (Regulation) Bill [HL],Lords,1,38
3530,A Bill to make provision for leave to enter the United Kingdom to be granted to people for the purposes of making an application for asylum; and for connected purposes.,Asylum Application (Entry to the United Kingdom) Bill [HL],Lords,1,38
3529,A Bill to require the Secretary of State to conduct a review into the risks associated with at-home early medical abortions; and for connected purposes.,At-Home Early Medical Abortion (Review) Bill [HL],Lords,1,38
3527,"A Bill to place a duty on commercial organisations and public authorities to prevent human rights and environmental harms, including an obligation to conduct and publish human rights and environmental due diligence assessments on their own operations, subsidiaries, and value chains; to make provision for civil liability, penalties, and a criminal offence for failures to comply with the duty; and for connected purposes.",Commercial Organisations and Public Authorities Duty (Human Rights and Environment) Bill [HL],Lords,1,38
3512,A Bill to prohibit sexual orientation and gender identity conversion therapy; and for connected purposes.,Conversion Therapy Prohibition (Sexual Orientation and Gender Identity) Bill [HL],Lords,1,38
3528,"A Bill to require the coroner, following an inquest, to record an opinion as to the relevant factors in a case of death by suicide; and for connected purposes.",Coroners (Determination of Suicide) Bill [HL],Lords,1,38
3539,A Bill to disestablish the Church of England; to make provision for the protection of freedom of religion or belief; and for connected purposes.,Disestablishment of the Church of England Bill [HL],Lords,1,38
3531,A Bill to introduce the crime of ecocide; and for connected purposes.,Ecocide Bill [HL],Lords,1,38
3719,A Bill to make provision about statements related to values of British citizenship in education in England and Wales.,Education (Values of British Citizenship) Bill [HL],Lords,1,38
3516,"A Bill to amend the law relating to workplace information and consultation, employment protection and trade union rights to provide safeguards for workers against dismissal and re-engagement on inferior terms and conditions; and for connected purposes.",Employment and Trade Union Rights (Dismissal and Re-engagement) Bill [HL],Lords,1,38
3524,A Bill to make provision for a Foetal Sentience Committee to review current understanding of the sentience of the human foetus and to inform policy-making; and for connected purposes.,Foetal Sentience Committee Bill [HL],Lords,1,38
3521,A Bill to make provision about prevention of and response to genocide and other atrocity crimes.,Genocide (Prevention and Response) Bill [HL],Lords,1,38
3535,"A Bill to provide for the High Court in England, Wales and Northern Ireland and the Court of Session in Scotland to make preliminary determinations concerning the undertakings made by the United Kingdom as a Contracting Party to the Convention on the Prevention and Punishment of the Crime of Genocide (“Genocide Convention”) under international law; for the referral of such determinations to relevant international courts or organisations; for response to reports on genocide; and for connected purposes.",Genocide Determination Bill [HL],Lords,1,38
3536,A Bill to promote the protection and stewardship of heritage trees in England; and for connected purposes.,Heritage Trees Bill [HL],Lords,1,38
3537,A Bill to amend the House of Lords Act 1999 so as to abolish the system of by-elections for hereditary peers.,House of Lords (Hereditary Peers) (Abolition of By-Elections) Bill [HL],Lords,1,38
3517,A Bill to amend the Housing Act 1988 so that long leases of residential dwellings are not deemed to be assured tenancies for the purposes of that Act; and for connected purposes.,Housing Act 1988 (Amendment) Bill [HL],Lords,1,38
3702,A Bill to amend section 58AA of the Courts and Legal Services Act 1990 to make provision about the enforceability of litigation funding agreements.,Litigation Funding Agreements (Enforceability) Bill [HL],Lords,1,38
3698,"A Bill to make provision for establishing a new government Ministry, the Ministry for Poverty Prevention; to make provision for the objectives and powers of that Ministry; to make provision that the Ministry can only be abolished or combined with another department by an Act of Parliament; to make provision for reporting requirements on the Ministry’s work; to make provision for a power to create binding poverty reduction targets; and for connected purposes.",Ministry for Poverty Prevention Bill [HL],Lords,1,38
3532,A Bill to make provision for the protection of care recipients and their carers; and for connected purposes.,Protection of Care Recipients and Carers Bill [HL],Lords,1,38
3552,A Bill to make provision about mechanisms for promoting and protecting standards of integrity and ethics in the public service; and for connected purposes.,Public Service (Integrity and Ethics) Bill [HL],Lords,1,38
3685,"A Bill to amend the Road Traffic Act 1988 and the Road Traffic Offenders Act 1988 to create criminal offences relating to dangerous, careless or inconsiderate cycling, in particular applying to pedal cycles, electrically assisted pedal cycles and electric scooters; and to require a review of the impact of the dangerous use of electric scooters on other road users.",Road Traffic Offences (Cycling) Bill [HL],Lords,1,38
3381,A Bill to amend certain provisions of the Royal Albert Hall Act 1966 relating to the annual contribution payable by the Members of the Corporation towards the general purposes of the Royal Albert Hall; to make further provision regarding the exclusion of the Members from the hall.,Royal Albert Hall Bill [HL],Lords,1,37
3525,A Bill to make provision to require every school to have access to a qualified mental health professional; and for connected purposes.,Schools (Mental Health Professionals) Bill [HL],Lords,1,38
3538,"A Bill to make provision for the creation of a single status for workers by amending the meaning of “employee”, “worker”, “employer” and related expressions in the Trade Union and Labour Relations (Consolidation) Act 1992, the Employment Rights Act 1996 and cognate legislation; and for connected purposes.",Status of Workers Bill [HL],Lords,1,38
3563,A Bill to amend the definition of still-birth to apply from 20 weeks into a pregnancy; and for connected purposes.,Still-Birth (Definition) Bill [HL],Lords,1,38
3513,A Bill to amend the law regarding succession to peerages and baronetcies; and for connected purposes.,Succession to Peerages and Baronetcies Bill [HL],Lords,1,38
3534,A Bill to ensure that people in wheelchairs are able to access all public buildings via ramps or other measures; and for connected purposes.,Wheelchair Access Bill [HL],Lords,1,38
3522,A Bill to make provision for certain employers to be required to publish information about differences in pay between people from prescribed ethnic backgrounds; and connected purposes.,Workforce Information (Ethnicity) Bill [HL],Lords,1,38
3385,A Bill to amend the Government of Wales Act 2006 and to devolve powers to set bank holidays.,Bank Holidays (Wales) Bill [HL],Lords,1,37
3316,A Bill to make provision for a certificate to be issued to mothers in respect of miscarried and still-born children not eligible for registration under the Births and Deaths Registration Act 1953; to establish a database for archiving the certificate and recording information about the miscarriage or still-birth; and for connected purposes.,Certificate of Loss Bill [HL],Lords,1,37
3161,"A Bill to establish the right to breathe clean air; to require the Secretary of State to achieve and maintain clean air in England and Wales; to involve the UK Health Security Agency in setting and reviewing pollutants and their limits; to enhance the powers, duties and functions of various agencies and authorities in relation to air pollution; to establish the Citizens’ Commission for Clean Air with powers to institute or intervene in legal proceedings; to require the Secretary of State and the relevant national authorities to apply environmental principles in carrying out their duties under this Act and the clean air enactments; and for connected purposes",Clean Air (Human Rights) Bill [HL],Lords,1,37
3176,"A Bill to require the coroner, following an inquest, to record an opinion as to the relevant factors in a case of death by suicide; and for connected purposes",Coroners (Determination of Suicide) Bill [HL],Lords,1,37
3166,A Bill to require an electrical safety certificate to be provided to a prospective purchaser of domestic premises in specified circumstances; and for connected purposes,Domestic Premises (Electrical Safety Certificate) Bill [HL],Lords,1,37
3170,A Bill to require the Secretary of State to achieve the nature target for the United Kingdom; and for connected purposes,Ecology Bill [HL],Lords,1,37
3186,A Bill to make provision to include non-religious philosophical convictions within the school curriculum; to require that persons who hold non-religious philosophical convictions must be represented at standing advisory councils on religious education and at agreed syllabus conferences; and for connected purposes,Education (Non-religious Philosophical Convictions) Bill [HL],Lords,1,37
3189,"A Bill to amend the law relating to workplace information and consultation, employment protection and trade union rights to provide safeguards for workers against dismissal and re-engagement on inferior terms and conditions; and for connected purposes",Employment and Trade Union Rights (Dismissal and Re-engagement) Bill [HL],Lords,1,37
3162,A Bill to amend the Child Benefit (Rates) Regulations 2006 to make provision to vary the rate of child benefit over the course of childhood to enable eligible parents to receive a higher rate during a child’s early years and a correspondingly reduced rate when that child is older,Front-loaded Child Benefit Bill [HL],Lords,1,37
3179,"A Bill to provide for the High Court in England, Wales and Northern Ireland and the Court of Session in Scotland to make preliminary determinations concerning the undertakings made by the United Kingdom as a Contracting Party to the Convention on the Prevention and Punishment of the Crime of Genocide (“Genocide Convention”) under international law; for the referral of such determinations to relevant international courts or organisations; for response to reports on genocide; and for connected purposes.",Genocide Determination Bill [HL],Lords,1,37
3173,A Bill to provide that powers devolved to Senedd Cymru must not be amended or withdrawn without a super-majority vote of its elected members; and for connected purposes,Government of Wales (Devolved Powers) Bill [HL],Lords,1,37
3180,"A Bill to re-establish the Office of Health Improvement and Disparities as the Office of Health Promotion; to establish a National Plan for Sport to coordinate, support and maintain access to sporting and recreational facilities essential to public health; and for connected purposes",Health Promotion Bill [HL],Lords,1,37
3171,A Bill to make provision for the delivery of healthy homes and neighbourhoods; to set out the principles that define a “healthy home”; to establish the office of the Healthy Homes Commissioner; and for connected purposes,Healthy Homes Bill [HL],Lords,1,37
3169,A Bill to permit young persons to carry out voluntary work on a heritage railway or tramway,Heritage Railways and Tramways (Voluntary Work) Bill [HL],Lords,1,37
3370,A Bill to make provision in relation to widening access to and participation in higher education; and for connected purposes.,Higher Education (Widening Access and Participation) Bill [HL],Lords,1,37
3323,A Bill to amend the House of Lords Act 1999 so as to abolish the system of by-elections for hereditary peers,House of Lords (Hereditary Peers) (Abolition of By-Elections) (No. 2) Bill [HL],Lords,1,37
3175,A Bill to make provision for the appointment of a Commission to advise the Prime Minister on recommendations to the Crown for the creation of life peerages; to establish principles to be followed in making recommendations; and for connected purposes,House of Lords (Peerage Nominations) Bill [HL],Lords,1,37
3314,A Bill to amend the Inheritance Tax Act 1984 to make transfers between siblings exempt in certain circumstances,Inheritance Tax Act 1984 (Amendment) (Siblings) Bill [HL],Lords,1,37
3493,A Bill to make provision in relation to introducing an international element and greater course choice in higher education and research in the United Kingdom; and for connected purposes.,International Higher Education and Research Bill [HL],Lords,1,37
3321,A Bill to amend the Landlord and Tenant Act 1985 to prevent landlords recovering service charges where they have failed to comply with their disclosure obligations under that Act; to commence section 21A of the Landlord and Tenant Act 1985 insofar as is it not already in force; to require landlords to disclose commissions earned on insurance policies; and for connected purposes,Leasehold Reform (Disclosure and Insurance Commissions) Bill [HL],Lords,1,37
3387,A Bill to make provision requiring landlords exercising a right of forfeiture or re-entry in relation to a property subject to a long lease to account to the tenant for the tenant’s equity in that property and to hold the tenant’s equity on trust; to restrict the landlord’s right to legal and administrative costs; and for connected purposes.,Leasehold Reform (Forfeiture) Bill [HL],Lords,1,37
3319,A Bill to amend the Landlord and Tenant Act 1985 to provide for service charges to be reduced where they do not reflect the landlord’s actual costs in providing goods and services; to make fixed service charges subject to reasonableness requirements; to amend the Commonhold and Leasehold Reform Act 2002 to make the same changes; and for connected purposes,Leasehold Reform (Reasonableness of Service Charges) Bill [HL],Lords,1,37
3337,A Bill to amend the Landlord and Tenant Act 1985 and the Commonhold and Leasehold Reform Act 2002 to limit the right of landlords to recover legal costs in excess of a prescribed scale; to make Tribunal judgments binding on all leaseholders and to require landlords to account to all leaseholders; and for connected purposes,Leasehold Reform (Tribunal Judgments and Legal Costs) Bill [HL],Lords,1,37
3165,A Bill to make provision for local authorities to determine their short-term housing needs and housing allocation numbers; and for connected purposes,Local Authority (Housing Allocation) Bill [HL],Lords,1,37
3204,"A Bill to regulate and limit the practice of bottom trawling in marine protected areas, and for connected purposes",Marine Protected Areas (Bottom Trawling) Bill [HL],Lords,1,37
3309,"A Bill to make provision for the marriage of same sex couples in certain Overseas Territories, and for connected purposes",Marriage (Same Sex Couples) (Overseas Territories) Bill [HL],Lords,1,37
3325,A Bill to amend the Marriage Act 1949 to create an offence of purporting to solemnize an unregistered marriage.,Marriage Act 1949 (Amendment) Bill [HL],Lords,1,37
3174,A Bill to require OFCOM to establish a unit to advise the Secretary of State regarding the use of social media platforms to encourage or assist serious self-harm and activities associated with risk of suicide; and for connected purposes,OFCOM (Duty regarding Prevention of Serious Self-harm and Suicide) Bill [HL],Lords,1,37
3188,A Bill to make provision for the regulation of private burial grounds and cemeteries,Private Burial Grounds and Cemeteries Bill [HL],Lords,1,37
3184,A Bill to establish an Office of the Whistleblower to protect whistleblowers and whistleblowing and to uphold the public interest in relation to whistleblowing; to create offences relating to the treatment of whistleblowers and the handling of whistleblowing cases; to repeal the Public Interest Disclosure Act 1998; and for connected purposes,Protection for Whistleblowing Bill [HL],Lords,1,37
3388,"A Bill to make provision for the protection of care recipients, their carers and for connected purposes.",Protection of Care Recipients and Carers Bill [HL],Lords,1,37
3181,"A Bill to establish a public Advocate to provide advice to, and act as data controller for, representatives of the deceased after major incidents",Public Advocate Bill [HL],Lords,1,37
3332,A Bill to make provision about mechanisms for promoting and protecting standards of integrity and ethics in the public service; and for connected purposes,Public Service (Integrity and Ethics) Bill [HL],Lords,1,37
3164,A Bill to make provision for leave to enter or remain in the United Kingdom to be granted to the family members of refugees and of people granted humanitarian protection; and to provide for legal aid to be made available in such cases.,Refugees (Family Reunion) Bill [HL],Lords,1,37
3328,A Bill to mandate those providing and carrying out regulated or other activities with responsibility for the care of children to report known and suspected child sexual abuse; to protect mandated reporters from detriment; to create a criminal offence of failing to report prescribed concerns; and for connected purposes,Regulated and Other Activities (Mandatory Reporting of Child Sexual Abuse) Bill [HL],Lords,1,37
3313,"A Bill to amend the Road Traffic Act 1988 and the Road Traffic Offenders Act 1988 to create criminal offences relating to dangerous, careless or inconsiderate cycling, in particular applying to a pedal cycle, an electrically assisted pedal cycle, and an electric scooter",Road Traffic Offences (Cycling) Bill [HL],Lords,1,37
3381,A Bill to amend certain provisions of the Royal Albert Hall Act 1966 relating to the annual contribution payable by the Members of the Corporation towards the general purposes of the Royal Albert Hall; to make further provision regarding the exclusion of the Members from the hall.,Royal Albert Hall Bill [HL],Lords,1,37
3183,A Bill to prohibit state-funded schools from admitting students wholly or partially on the basis of criteria relating to ability or aptitude; and for connected purposes,School (Reform of Pupil Selection) Bill [HL],Lords,1,37
3156,A Bill To Make provision for the regulation of Academies; about school and local education funding; about the attendance of children at school; about the regulation of independent educational institutions; about teacher misconduct; and for connected purposes,Schools Bill [HL],Lords,1,37
3335,A Bill to make provision about individual expression on matters of public interest; for participation in debates on matters of public interest; and for discouraging the use of litigation as a means of limiting expression on matters of public interest,Strategic Litigation Against Public Participation (Freedom of Expression) Bill [HL],Lords,1,37
3163,A Bill to remove the limit on the number of children or qualifying young persons included in the calculation of an award of universal credit.,Universal Credit (Removal of Two Child Limit) Bill [HL],Lords,1,37
3185,A Bill to require the Secretary of State to include water safety and training in prevention of drowning as a compulsory part of the curriculum for all schools in England,Water Safety (Curriculum) Bill [HL],Lords,1,37
3315,"A Bill to make provision for a public consultation to inform a set of national wellbeing goals; to require public bodies to act in pursuit of the United Kingdom’s environmental, social, economic and cultural wellbeing by meeting wellbeing objectives, publishing future generations impact assessments and accounting for preventative spending; to establish a futures and forecasting report; to establish a Commission for Future Generations for the United Kingdom; to extend the duty of the Office of Budget Responsibility to consider wellbeing and the future generations principle in their work; to add onto a Minister in each government department's portfolio a duty to promote the future generations principle across government policy; to establish a Joint Parliamentary Committee on Future Generations; and for connected purposes.",Wellbeing of Future Generations Bill [HL],Lords,1,37
3178,"A Bill to support women in UK sponsored and supported conflict prevention, peace processes, mediation and diplomatic delegations; to ensure systematic gender consideration and responsiveness in UK foreign and defence policy; and for connected purposes.","Women, Peace and Security Bill [HL]",Lords,1,37
2879,A Bill to require that age assurance systems for online or digital services or products must meet certain minimum standards; and for connected purposes,Age Assurance (Minimum Standards) Bill [HL],Lords,1,36
2891,A Bill to raise the age of criminal responsibility,Age of Criminal Responsibility Bill [HL],Lords,1,36
2875,A Bill to enable adults who are terminally ill to be provided at their request with specified assistance to end their own life; and for connected purposes,Assisted Dying Bill [HL],Lords,1,36
3019,A Bill to make provision for a certificate to be issued to mothers in respect of miscarried and still-born children not eligible for registration under the Births and Deaths Registration Act 1953; to establish a database for archiving the certificate and recording information about the miscarriage or still-birth; and for connected purposes,Certificate of Loss Bill [HL],Lords,1,36
2889,A Bill to require tobacco manufacturers to print health warnings on individual cigarette sticks and cigarette rolling papers,Cigarette Stick Health Warnings Bill [HL],Lords,1,36
3095,A Bill to provide for corporate status of and for certain privileges and immunities to be accorded to the international inter-parliamentary organisation of national and sub-national legislatures of Commonwealth countries known as the Commonwealth Parliamentary Association and to its Secretary-General; and for connected purposes,Commonwealth Parliamentary Association (Status) Bill [HL],Lords,1,36
2898,A Bill to make provision for a convention to consider the constitution of the United Kingdom; and for connected purposes,Constitutional Convention Bill [HL],Lords,1,36
3056,"A Bill to make provision for the abolition within construction contracts of the practice of allowing the paying party to withhold, as security against the risk of contractual non-performance by the other party, sums which would otherwise be due; and for connected purposes",Construction (Retentions Abolition) Bill [HL],Lords,1,36
2885,A Bill to require the coroner or jury at an inquest to record an opinion as to gambling addiction and any other relevant factors in a case of death by suicide; and for connected purposes,Coroners (Determination of Suicide) Bill [HL],Lords,1,36
2893,A Bill to amend the Digital Economy Act 2017 in respect of TV licence fee concessions by reference to age,Digital Economy Act 2017 (Amendment) Bill [HL],Lords,1,36
2886,A Bill to bring into force the remaining sections of Part 3 of the Digital Economy Act 2017,Digital Economy Act 2017 (Commencement of Part 3) Bill [HL],Lords,1,36
3033,A Bill to amend the Matrimonial Causes Act 1973 and make provision in connection with financial settlements following divorce,Divorce (Financial Provision) Bill [HL],Lords,1,36
3085,"A Bill to Amend the succession to the title of Duke of Cornwall, to remove the presumption of Crown immunity applying to the Duke of Cornwall and Duchy of Cornwall; to remove certain exemptions and immunities from the Duke of Cornwall and Duchy of Cornwall; to allow the present Duke of Cornwall to purchase land and estates in land throughout the United Kingdom; to make provision about legal representation of and legal advice given to the Duke and Duchy of Cornwall; and to provide that the Duchy of Cornwall shall become subject to the Crown Estate Act 1961",Duchy of Cornwall Bill [HL],Lords,1,36
2878,A Bill to amend the School Standards and Framework Act 1998 to make provision regarding assemblies at state schools without a designated religious character in England; to repeal the requirement for those schools to hold collective worship; and for connected purposes,Education (Assemblies) Bill [HL],Lords,1,36
