Bill Id,Long Title,Short Title,Origin_House,Status,SessionID
3904,A Bill to require new buildings to meet net zero standards for embodied and operational carbon emissions; and for connected purposes.,Carbon Emissions from Buildings (Net Zero) Bill,Commons,1,39
3841,"A Bill to require the Secretary of State to publish and implement a Care Workers Employment Strategy, with the aim of improving the recruitment and retention of care workers; to establish an independent National Care Workers Council with responsibility for setting professional standards for care workers, for establishing a system of professional qualifications and accreditation for care workers, and for advising the Government on those matters; to require the Secretary of State to commission an independent assessment of the support available to unpaid carers, including financial support and employment rights; and for connected purposes.",Carers and Care Workers Bill,Commons,1,39
3823,"A Bill to provide for a category of protection for chalk streams for the purpose of providing additional protections from pollution, abstraction and other forms of environmental damage; and for connected purposes.",Chalk Streams (Protection) Bill,Commons,1,39
3845,A Bill to create an offence of child criminal exploitation; and for connected purposes.,Child Criminal Exploitation Bill,Commons,1,39
3885,A Bill to create an offence of child criminal exploitation; and for connected purposes.,Child Criminal Exploitation (No. 2) Bill,Commons,1,39
3812,A Bill to make provision about the maintenance of registers by local authorities of children in their area who are not full-time pupils at any school; to make provision about support by local authorities to promote the education of such children; to make provision about school attendance orders; and for connected purposes.,"Children Not in School (Registers, Support and Orders) Bill",Commons,1,39
3864,A Bill to extend the definition of children’s clothing for the purposes of exemption from VAT; to extend the VAT exemption to further categories of school uniform; and for connected purposes.,Children’s Clothing (Value Added Tax) Bill,Commons,1,39
3875,A Bill to require the Secretary of State to conduct a review of the funding of hospices specialising in the care of children and to publish proposals for measures to guarantee access to hospices for all children who require palliative care; and for connected purposes.,Children’s Hospices (Funding) Bill,Commons,1,39
3909,A Bill to make provision about the safeguarding and welfare of children; about support for children in care or leaving care; about regulation of care workers; about regulation of establishments and agencies under Part 2 of the Care Standards Act 2000; about employment of children; about breakfast club provision and school uniform; about attendance of children at school; about regulation of independent educational institutions; about inspections of schools and colleges; about teacher misconduct; about Academies and teachers at Academies; repealing section 128 of the Education Act 2002; about school places and admissions; about establishing new schools; and for connected purposes.,Children’s Wellbeing and Schools Bill,Commons,1,39
3936,A bill to Make provision for persons of the Roman Catholic faith to be eligible to hold the office of His Majesty’s High Commissioner to the General Assembly of the Church of Scotland.,Church of Scotland (Lord High Commissioner) Bill,Commons,1,39
3896,A Bill to make provision for the repeal of legislation relating to Billingsgate Market and the London Central Markets; and for connected purposes.,City of London (Markets) Bill,Commons,1,39
3776,A Bill to require the United Kingdom to achieve climate and nature targets; to give the Secretary of State a duty to implement a strategy to achieve those targets; to establish a Climate and Nature Assembly to advise the Secretary of State in creating that strategy; to give duties to the Committee on Climate Change and the Joint Nature Conservation Committee regarding the strategy and targets; and for connected purposes.,Climate and Nature Bill,Commons,1,39
3840,"A Bill to require the Secretary of State to publish proposals for a Climate Finance Fund, to be funded via a levy on fossil fuel companies and other organisations that contribute to pollution; and for connected purposes.",Climate Finance Fund (Fossil Fuels and Pollution) Bill,Commons,1,39
3918,A Bill to require the Secretary of State to conduct a review of the contribution of community energy to the Government’s Clean Power 2030 mission.,Community Energy (Review) Bill,Commons,1,39
3794,A Bill to amend section 172 of the Companies Act 2006 to require company directors to balance their duty to promote the success of the company with duties in respect of the environment and the company’s employees.,Company Directors (Duties) Bill,Commons,1,39
3925,A Bill to make provision for a right to consular assistance for British journalists abroad who have been detained or held hostage; and for connected purposes.,Consular Assistance  (Journalists) Bill,Commons,1,39
3782,A Bill to change the procedure for amending Schedule 2 to the Misuse of Drugs Act 1971.,Controlled Drugs (Procedure for Specification) Bill,Commons,1,39
3818,A Bill to allow for certain civil and family court hearings to be conducted remotely.,Courts (Remote Hearings) Bill,Commons,1,39
3817,A Bill to require the Secretary of State to establish an independent review of disablement caused by Covid-19 vaccinations and the adequacy of the compensation offered to persons so disabled; and for connected purposes.,Covid-19 Vaccine Damage Bill,Commons,1,39
3852,"A Bill to place a duty on the Secretary of State to make provision about financial assistance to persons who have suffered disablement following vaccination against Covid-19 and to the next of kin of persons who have died shortly after vaccination against Covid-19; to require the Secretary of State to report to Parliament on the merits of a no-fault compensation scheme to provide such financial assistance, on whether there should be any upper limit on the financial assistance available, on the criteria for eligibility and on whether payment should be made in all cases where there is no other reasonable cause for the death or disablement suffered; to provide for a special time limit under the Limitation Act 1980 for actions in respect of personal injury or death following a Covid-19 vaccination; and for connected purposes.",Covid-19 Vaccine Damage Payments Bill,Commons,1,39
3938,"A Bill to make provision about anti-social behaviour, offensive weapons, offences against people (including sexual offences), property offences, the criminal exploitation of persons, sex offenders, stalking and public order; to make provision about powers of the police, the border force and other similar persons; to make provision about confiscation; to make provision about the police; to make provision about terrorism and national security, and about international agreements relating to crime; to make provision about the criminal liability of bodies; and for connected purposes.",Crime and Policing Bill,Commons,1,39
3854,"A Bill to provide that, before making any order to designate a type of dog for the purposes of section 1 or 2 of the Dangerous Dogs Act 1991, the Secretary of State must carry out a public consultation and publish a comparative review of data showing the incidences of fatalities resulting from bites of dogs of that type in the last three years.",Dangerous Dogs Act 1991 (Amendment) Bill,Commons,1,39
3889,A Bill to make provision for or in connection with the relief of debts of certain developing countries.,Debt Relief (Developing Countries) Bill,Commons,1,39
3799,A Bill to amend the Scotland Act 1998 to grant legislative competence to the Scottish Parliament in respect of immigration.,Devolution (Immigration) (Scotland) Bill,Commons,1,39
3821,"A Bill to make provision changing the law about the offence of livestock worrying, including changes to what constitutes an offence and increased powers for investigation of suspected offences; and for connected purposes.",Dogs (Protection of Livestock) (Amendment) Bill,Commons,1,39
3828,"A Bill to make provision changing the law about the offence of livestock worrying, including changes to what constitutes an offence and increased powers for investigation of suspected offences; and for connected purposes.",Dogs (Protection of Livestock) (Amendment) (No. 2) Bill,Commons,1,39
3902,A Bill to create certain domestic abuse aggravated offences; and for connected purposes.,Domestic Abuse (Aggravated Offences) Bill,Commons,1,39
3915,A Bill to make provision for an entitlement to paid safe leave for victims of domestic abuse; and for connected purposes.,Domestic Abuse (Safe Leave) Bill,Commons,1,39
3808,A Bill to make provision about consumer protection in relation to domestic building works; and for connected purposes.,Domestic Building Works (Consumer Protection) Bill,Commons,1,39
3859,"A Bill to exempt from VAT supplies of electricity, oil and gas for domestic purposes; and for connected purposes.",Domestic Energy (Value Added Tax) Bill,Commons,1,39
3820,A Bill to require specified educational institutions to develop and maintain a mental health policy; and for connected purposes.,Educational Institutions (Mental Health Policy) Bill,Commons,1,39
3926,"A Bill to require the provision of audio and tactile measures at polling stations for the purpose of enabling blind voters to vote independently and in secret; to require the Secretary of State to take steps to identify, develop and implement new accessible voting solutions for blind voters; to require the Secretary of State to undertake a review of the arrangements for postal voting in respect of accessibility for blind voters and to implement any recommendations of that review; and for connected purposes;",Elections (Accessibility for Blind Voters) Bill,Commons,1,39
3900,A Bill to introduce a system of proportional representation for parliamentary elections and for local government elections in England; and for connected purposes.,Elections (Proportional Representation) Bill,Commons,1,39
3737,"A Bill to make provision to amend the law relating to employment rights; to make provision about procedure for handling redundancies; to make provision about the treatment of workers involved in the supply of services under certain public contracts; to provide for duties to be imposed on employers in relation to equality; to provide for the establishment of the School Support Staff Negotiating Body and the Adult Social Care Negotiating Body; to amend the Seafarers’ Wages Act 2023; to make provision for the implementation of international agreements relating to maritime employment; to make provision about trade unions, industrial action, employers’ associations and the functions of the Certification Officer; to make provision about the enforcement of legislation relating to the labour market; and for connected purposes.",Employment Rights Bill,Commons,1,39
3813,A Bill to amend Section 50 of the Employment Rights Act 1996 to add Special Constables to the list of those granted the right to take time off work to perform their duties.,Employment Rights (Special Constables) Bill,Commons,1,39
3898,A Bill to require the Secretary of State to commission and publish a review of the legislation and guidance relating to e-scooters; to place a duty on the Secretary of State to promote public awareness of legislation relating to the use of e-scooters; and for connected purposes.,E-scooters (Review and Awareness) Bill,Commons,1,39
3780,A Bill to make provision to modify the effect on domestic law of arrangements relating to the withdrawal of the United Kingdom from the EU; and for connected purposes.,European Union (Withdrawal Arrangements) Bill,Commons,1,39
3847,A Bill to exempt from Value Added Tax repairs to listed places of worship; and for connected purposes.,Exemption from Value Added Tax (Listed Places of Worship) Bill,Commons,1,39
3856,"A Bill to exempt from Value Added Tax goods or services which are beneficial to the environment, to health and safety, to education or for charitable purposes.",Exemption from Value Added Tax (Miscellaneous Provisions) Bill,Commons,1,39
3849,A Bill to exempt from Value Added Tax the supply of electricity at public electric vehicle charging points; and for connected purposes.,Exemption from Value Added Tax (Public Electric Vehicle Charging Points) Bill,Commons,1,39
3873,A Bill to make provision about finance.,Finance Bill,Commons,1,39
3877,A Bill to create an offence of possessing a blueprint for the production of a firearm by 3D printing; to create an offence of possessing part of a firearm produced by 3D printing; and for connected purposes.,Firearms (3D Printing) Bill,Commons,1,39
3791,A Bill to make provision about the sale of fireworks; and for connected purposes.,Fireworks Bill,Commons,1,39
3833,A Bill to require the Secretary of State to publish proposals for measures to address gender inequality in football.,Football (Gender Inequality) Bill,Commons,1,39
3781,A Bill to make provision about the automatic registration of all children eligible for free school meals; to provide for an opt-out where the family wishes; and for connected purposes.,Free School Meals (Automatic Registration of Eligible Children) Bill,Commons,1,39
3789,A Bill to prohibit the import and sale of fur; and for connected purposes.,Fur (Import and Sale) Bill,Commons,1,39
3792,A Bill to remove monetary limits on proceeds from the mandatory conditions of lottery operating licences; and for connected purposes.,Gambling Act 2005 (Monetary Limits for Lotteries) Bill,Commons,1,39
3738,A Bill to make provision about Great British Energy.,Great British Energy Bill,Commons,1,39
3871,A Bill to establish a national register of Green Belt land in England; to restrict the ability of local authorities to de-designate Green Belt land; to make provision about future development of de-designated Green Belt land; and for connected purposes.,Green Belt (Protection) Bill,Commons,1,39
3819,"A Bill to define the term “green spaces” to include urban parks, neighbourhood areas, and significant natural landscapes; to establish a Government Office for Green Spaces and to make provision about the powers and duties of that Office in relation to local authorities and public bodies; to require that Office to advise the Government on the preservation, enhancement, and accessibility of green spaces; to make provision about the promotion of community involvement in protection of green spaces; and for connected purposes.",Green Spaces Bill,Commons,1,39
3816,"A Bill to amend the Health and Safety at Work etc. Act 1974 to place a requirement on employers to take proactive measures to prevent violence and harassment in the workplace; to make provision for protections for women and girls in the workplace; and to require the Health and Safety Executive to publish a Health and Safety Framework on violence and harassment in the workplace, including violence against women and girls in the workplace.",Health and Safety at Work etc. Act 1974 (Amendment) Bill,Commons,1,39
3846,A Bill to provide for exemptions from insurance premium tax in respect of health insurance; and for connected purposes.,Health Insurance (Exemption from Insurance Premium Tax) Bill,Commons,1,39
3834,A Bill to require local authorities to maintain a register of heritage public houses in their area and to make provision in connection with the compilation and maintenance of such registers; to make provision relating to planning applications in respect of public houses on such a register; to place restrictions on the sale of heritage public houses; to make provision relating to the nomination of heritage public houses as assets of community value; to make provision about the listing of heritage public houses; and for connected purposes.,Heritage Public Houses Bill,Commons,1,39
3094,"A Bill to make provision for a railway between a junction with Phase 2a of High Speed 2 south of Crewe in Cheshire and Manchester Piccadilly Station; for a railway between Hoo Green in Cheshire and a junction with the West Coast Main Line at Bamfurlong, south of Wigan; and for connected purposes.",High Speed Rail (Crewe - Manchester) Bill,Commons,1,36
3851,A Bill to amend section 58 of the Highways Act 1980 to restrict the defences available to highway authorities; and for connected purposes.,Highways Act 1980 (Amendment) Bill,Commons,1,39
3421,A Bill to make provision for expenditure by the Secretary of State and the removal of restrictions in respect of certain land for or in connection with the construction of a Holocaust Memorial and Learning Centre.,Holocaust Memorial Bill,Commons,1,37
3801,A Bill to make provision about the duties of public bodies to prevent homelessness.,Homelessness Prevention Bill,Commons,1,39
3886,A Bill to provide for the prohibition of the sale in England of horticultural peat by the end of 2025; to provide for certain exemptions from that prohibition; and for connected purposes.,Horticultural Peat (Prohibition of Sale) Bill,Commons,1,39
3797,"A Bill to require the Secretary of State to publish proposals for the funding of hospice clinical services by NHS England; to require the Secretary of State to report to Parliament on the potential merits of including pharmacy, pathology, patient community equipment, palliative consultant costs, clinical nurse specialist services, and advance care planning costs within the NHS funding framework; and for connected purposes.",Hospices and Health Care (Report on Funding) Bill,Commons,1,39
3755,A Bill to remove the remaining connection between hereditary peerage and membership of the House of Lords; to abolish the jurisdiction of the House of Lords in relation to claims to hereditary peerages; and for connected purposes.,House of Lords (Hereditary Peers) Bill,Commons,1,39
3943,A Bill to make provision for a right to manage for freeholders on unadopted private or mixed-use housing estates; to set minimum standards for public amenities on new housing estates; to make provision about the enforcement of those standards; to make provision about the adoption by local authorities of public amenities on new housing estates; and for connected purposes.,Housing Estates Bill,Commons,1,39
3809,A Bill to make provision prohibiting the import of hunting trophies into Great Britain.,Hunting Trophies (Import Prohibition) Bill,Commons,1,39
3868,A Bill to create offences in respect of persons who have entered the UK illegally or who have remained in the UK without legal authority; and for connected purposes.,Illegal Immigration (Offences) Bill,Commons,1,39
3783,A Bill to amend the Licensing Act 2003 so that licensing hours Orders can be made by negative resolution statutory instrument.,Licensing Hours Extensions Bill,Commons,1,39
3784,A Bill to require local authorities to publish information about looked after children in distance placements; to require local authorities to develop and publish sufficiency plans in respect of their duty under section 22G of the Children Act 1989; to require the Secretary of State to publish a national sufficiency plan in respect of looked after children in distance placements; and for connected purposes.,Looked After Children (Distance Placements) Bill,Commons,1,39
3923,A Bill to prohibit the practice of bottom trawling in Marine Protected Areas in England; and for connected purposes.,Marine Protected Areas (Bottom Trawling) (England) Bill,Commons,1,39
3907,A Bill to prohibit the marriage of first cousins; and for connected purposes.,Marriage (Prohibited Degrees of Relationship) Bill,Commons,1,39
3843,"A Bill to require producers, suppliers and retailers of meat to indicate clearly whether the animal has been killed in accordance with religious rites without prior stunning; to require the Secretary of State to collect and publish specified information relating to meat slaughtered in accordance with such practice; and for connected purposes.",Meat (Information About Method of Killing) Bill,Commons,1,39
3878,A Bill to require manufacturers to fit microplastic-catching filters to new domestic and commercial washing machines; to make provision about the promotion of the use of microplastic-catching filters in washing machines and raising awareness about the consequences of microplastics from washing machines for pollution in rivers and seas; and for connected purposes.,Microplastic Filters (Washing Machines) Bill,Commons,1,39
3795,A Bill to require parliamentary approval for the deployment of UK armed forces for armed conflict; to provide for exemptions from that requirement in cases of emergency or in respect of compliance with treaty obligations; to make provision for retrospective parliamentary approval in certain circumstances; and for connected purposes.,Military Action Bill,Commons,1,39
3857,A Bill to amend the Mobile Homes Act 1983; and for connected purposes.,Mobile Homes Act 1983 (Amendment) Bill,Commons,1,39
3804,A Bill to require the Secretary of State to publish a ten-year cancer strategy for England; and for connected purposes.,National Cancer Strategy Bill,Commons,1,39
3869,A Bill to make provision for co-funding and for the extension of co-payment for NHS services in England; and for connected purposes.,National Health Service Co-Funding and Co-Payment Bill,Commons,1,39
3888,A Bill to make provision about secondary Class 1 contributions.,National Insurance Contributions (Secondary Class 1 Contributions) Bill,Commons,1,39
3838,A Bill to require water companies and relevant public bodies to use nature-based solutions as a means to improve water and flood risk management services; and for connected purposes.,Nature-based Solutions (Water and Flooding) Bill,Commons,1,39
3775,A Bill to require the installation of solar photovoltaic generation equipment on new homes; to set minimum standards for compliance with that requirement; and for connected purposes.,New Homes (Solar Generation) Bill,Commons,1,39
3862,A Bill to make provision about arranging alternative non-NHS England treatment for patients who have waited for more than one year for hospital treatment; and for connected purposes.,NHS England (Alternative Treatment) Bill,Commons,1,39
3830,A Bill to make provision about the content and use of non-disclosure agreements; and for connected purposes.,Non-Disclosure Agreements Bill,Commons,1,39
3887,"A Bill to make provision for, and in connection with, the introduction of higher non-domestic rating multipliers as regards large business hereditaments, and lower non-domestic rating multipliers as regards retail, hospitality and leisure hereditaments, in England and for the removal of charitable relief from non-domestic rates for private schools in England.",Non-Domestic Rating (Multipliers and Private Schools) Bill,Commons,1,39
3935,A Bill to make provision about the use of the title of nurse; and for connected purposes.,Nurse (Use of Title) Bill,Commons,1,39
3914,"A Bill to establish an independent Office of the Whistleblower to protect whistleblowers and whistleblowing; to make provision for the Office of the Whistleblower to set, monitor and enforce standards for the management of whistleblowing cases, to provide disclosure and advice services, to direct whistleblowing investigations and to order redress of detriment suffered by whistleblowers; and for connected purposes.",Office of the Whistleblower Bill,Commons,1,39
3912,A Bill to give police powers to enter a private dwelling for the purpose of seizing an off-road bike that has been driven in an anti-social way or without insurance; and for connected purposes.,Off-road Bikes (Police Powers) Bill,Commons,1,39
3919,A Bill to require that every child be offered at least one outdoor education experience during primary school years and at least one such experience during secondary school years; and for connected purposes.,Outdoor Education Bill,Commons,1,39
3796,A Bill to make provision in connection with the recognition of the State of Palestine.,Palestine Statehood (Recognition) (No. 2) Bill,Commons,1,39
3831,A Bill to make provision in connection with the recognition of the State of Palestine.,Palestine Statehood (Recognition) (No. 3) Bill,Commons,1,39
3930,A Bill to amend the law relating to parking on verges and footways in England outside of Greater London and in Wales.,Pavement Parking Bill,Commons,1,39
3802,A Bill to change the period of life expectancy relevant to certain pension rules.,Pension (Special Rules for End of Life) Bill,Commons,1,39
3824,A Bill to make provision regarding pets with microchips; and for connected purposes.,Pets (Microchips) Bill,Commons,1,39
3822,A Bill to provide for the prohibition of the use of professional plant protection products by local authorities and other public authorities for amenity purposes; to require the Secretary of State to publish guidance in connection with that prohibition; and for connected purposes.,Plant Protection Products (Prohibition on Public Sector Use) Bill,Commons,1,39
3937,A Bill to make provision about a cap on political donations; to make provision for a review to recommend the level at which such a cap should be set and to consider the impact of such a cap; to make provision about political donations made by foreign nationals through companies; and for connected purposes.,Political Donations Bill,Commons,1,39
3883,A Bill to require the Chief Inspector of Drinking Water to issue guidance to water companies on poly and perfluorinated alkyl substances in drinking water; and for connected purposes,Poly and Perfluorinated Alkyl Substances (Guidance) Bill,Commons,1,39
3892,A Bill to make provision about Lasting Powers of Attorney; to place duties on banks in respect of Lasting Powers of Attorney; to make provision about the powers of the Office of the Public Guardian to investigate the actions of an attorney; to require the Secretary of State to review the effectiveness of the powers of the Office of the Public Guardian to investigate the actions of an attorney and of its use of those powers; to make provision about the duties of care homes in respect of Lasting Powers of Attorney; to require an attorney to notify the Office of the Public Guardian of the death of a donor; to require the Office of the Public Guardian to take steps to promote the facility to request a search of its registers of powers of attorney; and for connected purposes.,Powers of Attorney Bill,Commons,1,39
3778,A Bill to make provision for the protection of children accessing digital services and content.,Protection of Children (Digital Safety and Data Protection) Bill,Commons,1,39
3921,A Bill to make provision about the prevention of fraud against public authorities and the making of erroneous payments by public authorities; about the recovery of money paid by public authorities as a result of fraud or error; and for connected purposes.,"Public Authorities (Fraud, Error and Recovery) Bill",Commons,1,39
3901,"A Bill to provide that, where a public body collects data about ethnicity for the purpose of delivering public services, it must include 
specific 'Sikh' and 'Jewish' categories as options for a person’s ethnic group; and for connected purposes.",Public Body Ethnicity Data (Inclusion of Jewish and Sikh Categories) Bill,Commons,1,39
3860,A Bill to amend the Public Health (Control of Disease) Act 1984 to make provision about Parliamentary scrutiny of regulations made under that Act; and for connected purposes.,Public Health (Control of Disease) Act 1984 (Amendment) Bill,Commons,1,39
3913,A Bill to make provision about public procurement in respect of British goods and services; and for connected purposes.,Public Procurement (British Goods and Services) Bill,Commons,1,39
3870,A Bill to limit exit payments made by some public sector organisations to employees; and for connected purposes.,Public Sector Exit Payments (Limitation) Bill,Commons,1,39
3836,"A Bill to require the Government to set targets for the provision of public services and amenities, having regard to targets for the building of new homes; to require the Government to publish a report of progress against such targets every three years; to require the Government to consult local authorities to assess requirements for public services; and for connected purposes.",Public Services (Targets) Bill,Commons,1,39
3916,A Bill to prohibit quantitative easing; to prohibit the Government from indemnifying any losses that may result from quantitative easing; and for connected purposes.,Quantitative Easing (Prohibition) Bill,Commons,1,39
3779,A Bill to make provision to incentivise research and investment into the treatment of rare types of cancer; and for connected purposes.,Rare Cancers Bill,Commons,1,39
3876,A Bill to make provision about the collection of religious information of the deceased where the death has been registered; to make provision for religious data to be provided on a voluntary basis; and for connected purposes.,Registration of Death (Religion) Bill,Commons,1,39
3866,A Bill to require a Regulatory Impact Assessment to be published for all primary and secondary legislation introduced by the Government; to make provision for associated sanctions; and for connected purposes.,Regulatory Impact Assessments Bill,Commons,1,39
3764,"A Bill to make provision changing the law about rented homes, including provision abolishing fixed term assured tenancies and assured shorthold tenancies; imposing obligations on landlords and others in relation to rented homes and temporary and supported accommodation; and for connected purposes.",Renters' Rights Bill,Commons,1,39
3939,A Bill to require the Secretary of State to publish and implement a plan for cleaning and improving the water quality of the River Wye; and for connected purposes.,River Wye (Cleaning) Bill,Commons,1,39
3906,"A Bill to make provision for the designation of rivers, streams and lakes as having protected status; to specify criteria for minimum standards that a site must meet where it has been designated as a river, stream or lake with protected status; to set minimum standards of water quality, safety, environmental management and provision of information in relation to such sites; and for connected purposes.","Rivers, Streams and Lakes (Protected Status) Bill",Commons,1,39
3932,A Bill to provide that an unlicensed driver who has never held a valid driving licence and who causes the death of another person by driving commits the offence of careless driving under section 3 of the Road Traffic Act 1988; and for connected purposes.,Road Traffic (Unlicensed Drivers) Bill,Commons,1,39
3880,A Bill to make provision about the regulation of roadworks; and for connected purposes,Roadworks (Regulation) Bill,Commons,1,39
3829,A Bill to decriminalise rough sleeping; and for connected purposes.,Rough Sleeping (Decriminalisation) Bill,Commons,1,39
3867,A Bill to require public authorities to exercise their statutory powers to investigate and take enforcement action for breaches of the law; to make provision for sanctions for failing to take such action; and for connected purposes.,Rule of Law (Enforcement by Public Authorities) Bill,Commons,1,39
3917,A Bill to require the Secretary of State to establish a task force to produce a strategy for tackling rural crime; to require the Secretary of State to implement the strategy; and for connected purposes.,Rural Crime (Strategy) Bill,Commons,1,39
3793,A Bill to make provision about transparency of ticket prices for sporting and cultural events; and for connected purposes.,Sale of Tickets (Sporting and Cultural Events) Bill,Commons,1,39
3810,A Bill to make provision about the notice period for termination of funding agreements for secure 16 to 19 Academies; to make provision about the Secretary of State’s duty to consider the impact on existing educational institutions when it is proposed to establish or expand a secure 16 to 19 Academy; and to alter the consultation question required when it is proposed to establish or expand a secure 16 to 19 Academy.,Secure 16 to 19 Academies Bill,Commons,1,39
3788,A Bill to make provision for the licensing of short-term let accommodation; to make provision about the marketing of short-term let accommodation; to make provision about planning permission in respect of short-term let accommodation; to require the Secretary of State to publish guidance about the management of short-term let accommodation; to make provision about small business rates relief for short-term let accommodation; and for connected purposes.,Short-term Let Accommodation Bill,Commons,1,39
3839,A Bill to require providers of social media accounts to grant parents access to the social media accounts of their child in cases where the child has died; and for connected purposes.,Social Media (Access to Accounts) Bill,Commons,1,39
3787,A Bill to require operator licences authorising the carrying out of spaceflight activities to specify the licensee's indemnity limit.,Space Industry (Indemnities) Bill,Commons,1,39
3803,A Bill to require the continued appointment of a special envoy for freedom of religion or belief and make provision about the special envoy’s functions.,Special Envoy for Freedom of Religion or Belief Bill,Commons,1,39
3837,"A Bill to establish an independent body to operate a national oversight mechanism to monitor recommendations arising from investigations into state-related deaths, including inquests, public inquiries and official reviews; to make provision about the powers of that body to require action in relation to such recommendations; and for connected purposes.",State-related Deaths (National Oversight Mechanism) Bill,Commons,1,39
